Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Post-demographic dividend,PST,1044250774886.75,1103807962370.00,1192445190226.32,1283722343594.16,1401127071576.69,1521942658665.42,1668973235432.91,1790915063811.32,1940842182430.26,2128985315211.31,2341041439428.21,2596326006319.56,3011758062536.98,3635059183262.95,4059349105805.08,4548177739825.26,4935109956034.68,5578830080000.01,6703420492931.46,7705647459766.63,8532592854036.68,8629094627877.71,8589054222123.82,8916978080443.53,9318351063519.20,9817093090885.78,11993887334582.40,13907592068339.80,15666633575602.00,16361882693627.90,18360785582384.90,19371994644014.30,20791948683422.80,20937772911473.80,22421705112009.30,24858861578701.50,24989355030424.10,24518429923562.90,24622462154740.90,25846819956456.90,26289657755215.10,26044545516765.10,27164576141263.30,30473331657383.70,33858964549392.00,35641289240784.60,37487768921924.70,40884310736276.20,43196314798397.30,40671905500681.60,42410878734971.40,45528533114047.30,45463035228580.80,45860180860076.50,46789720187109.80,44280375949871.90,45257369047361.30,47087043342548.20
French Polynesia,PYF,,,,,,176534589.60,215659455.02,220984369.13,259590076.29,242943776.86,254035999.22,296613496.87,325843254.67,431254103.05,555337985.68,690319754.91,732286143.34,793193187.42,1005573294.21,1215031775.27,1362151523.69,1279972866.38,1286462642.64,1335895286.39,1378991403.38,1507230778.90,2301514717.30,2543199148.39,2687472829.63,2636461517.11,3181206304.82,3267367609.90,3558215110.25,3694600399.89,3522272321.41,3982374845.93,3954696873.75,3567062511.87,3775160797.39,3797016068.70,3447543137.94,,,,,,,,,,,,,,,,,
Qatar,QAT,,,,,,,,,,,301791301.79,387700084.25,510259940.72,793884368.04,2401403227.44,2512784033.38,3284301332.19,3617580171.76,4052000412.70,5633000318.02,7829094613.07,8661263763.74,7596703214.29,6467582307.69,6704395824.18,6153296456.04,5053021950.55,5446428681.32,6038187032.97,6487912087.91,7360439423.08,6883516483.52,7646153983.52,7156593653.85,7374450769.23,8137911978.02,9059340384.62,11297802115.38,10255495027.47,12393131868.13,17759890109.89,17538461538.46,19363736263.74,23533791208.79,31734065934.07,44530494505.49,60882142857.14,79712087912.09,115270054945.06,97798351648.35,125122306346.15,167775274725.28,186833516483.52,198727747252.75,206224725274.73,164641483516.48,152451923076.92,167605219780.22
Romania,ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,38413636363.64,40809523809.52,42105263157.89,38995454545.45,28998684210.53,25121666666.67,26362894736.84,30074440483.38,37662075750.12,37182938696.08,35838588169.64,41976002703.92,36183003978.35,37438527799.53,40716836998.04,46174557555.59,59867801204.82,76216441462.14,99697566667.81,123533036667.85,175933642291.76,213605065703.28,172611845341.55,166658327826.55,184367381749.00,171664638717.49,191549024910.60,199493490982.92,177911101680.11,187805922349.23,211803281924.74
Russian Federation,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506500173960.27,516814274021.96,517962962962.96,460290556900.73,435083713850.84,395077301248.46,395531066563.30,391719993756.83,404926534140.02,270953116950.03,195905767668.56,259708496267.33,306602673980.12,345110438692.19,430347770731.79,591016690742.80,764017107992.39,989930542278.70,1299705247685.76,1660844408499.61,1222643696991.85,1524916112078.87,2051661732059.78,2210256976945.38,2297128039058.21,2063662665171.89,1368400705491.02,1284727602173.71,1577524145963.17
Rwanda,RWA,119000024.00,122000016.00,125000008.00,128000000.00,129999994.00,148799980.00,124525702.86,159560018.00,172200018.00,188700037.00,219900006.00,222952578.20,246457838.34,290746157.15,308458423.18,571863295.74,637754162.10,746650558.55,905709147.27,1109346220.53,1254765349.93,1407062607.63,1407242640.23,1479688125.89,1587412957.22,1715625839.18,1944711061.31,2157434025.16,2395493877.51,2405021932.90,2550185618.15,1911600969.77,2029026704.03,1971525998.88,753636370.45,1293535010.94,1382334879.41,1851558301.70,1989343495.22,1817654508.16,1734938652.21,1674685248.20,1677552332.40,1846198770.59,2088961968.94,2581313485.69,3152324689.24,3824788145.28,4860093843.14,5378925894.62,5773084568.15,6563320570.41,7334917696.72,7621923307.70,8016591927.66,8277613193.58,8475681532.52,9136689514.09
South Asia,SAS,46535881332.44,49639263972.00,52969958325.10,59564122712.26,68207239106.09,73302131950.09,61638105531.20,67859666843.49,71227634892.33,78199355092.98,84723554752.40,90042199765.27,90429765500.64,103394101801.69,125253024978.19,134416244951.72,131167733626.12,151656856422.16,172583698707.16,193318639980.04,233086145789.26,247106722477.34,255647752600.74,270545953990.41,269355365721.68,292874254961.63,310147305431.91,344338556712.39,370046266531.31,373481443920.98,402049995776.25,357724008443.98,379829999580.14,376239659222.58,426649306089.11,474034402467.18,518624550497.41,544005551716.81,551628263333.51,590948702703.54,614756460255.03,630831541229.40,663250167513.16,774466662240.01,897926604901.35,1028639477063.57,1176241330740.11,1488694492908.47,1515643037463.34,1665590819267.70,2042144113594.69,2272003568714.22,2297911379164.91,2356854113186.14,2581994304111.25,2695272602059.97,2903124297500.27,3291737801056.16
Saudi Arabia,SAU,,,,,,,,,4187777711.11,4485777644.44,5377333333.33,7184853347.60,9664157498.55,14947391140.13,45412957746.48,46773368205.59,64005665722.38,74188249978.72,80265619484.65,111859676267.56,164541738058.74,184291796008.87,153239017560.24,129171635311.14,119624858115.78,103897846493.65,86961922765.33,85695861148.20,88256074766.36,95344459279.04,117630271802.40,132223268491.32,137087876662.22,132967901415.22,135174886488.65,143343036341.79,158662398744.99,165963557409.88,146775498080.00,161716960000.00,189514926213.33,184137469733.33,189605920240.00,215807655253.33,258742133333.33,328459608764.11,376900133511.35,415964509673.12,519796800000.00,429097866666.67,528207200000.00,671238840106.67,735974843360.00,746647127413.33,756350347333.33,654269902888.72,644935541446.45,683827144288.54
Sudan,SDN,1307333333.33,1419333333.33,1541666666.67,1568333333.33,1611333333.33,1679333333.33,1723000000.00,1865666666.67,1947333333.33,2144333333.33,2437666666.67,2656000000.00,2882000000.00,3571666666.67,4595000000.00,5598000000.00,6979333333.33,8704000000.00,7670500000.00,9032250000.00,7459833333.33,10016500000.00,9240000000.00,8230153846.15,9701357142.86,12403733333.33,15769062500.00,20155555555.56,15399166666.67,15291507936.51,12408647540.98,11379222222.22,7034219712.53,8881785938.48,12794192334.25,13829744878.64,9018243044.45,11681494637.30,11250327988.05,10682045258.36,12257418326.07,13182979783.53,14803189092.70,17646503525.17,21457470202.78,26524538565.74,35822408611.56,45898948564.06,54526580231.56,53150209167.93,65634109236.77,67327289319.73,68125631150.29,72065940085.77,82151588418.83,97156119150.00,95584380032.21,117487857142.86
Senegal,SEN,792824707.35,836493109.15,857425916.24,886387156.13,939145851.15,955834893.29,984942988.07,984605369.33,1034293645.26,983621024.11,1024832915.04,1058120427.16,1280328245.00,1471913473.60,1658273721.29,2235746644.74,2266860655.66,2320786490.70,2591178368.04,3226678628.31,3503282102.96,3176771103.46,3109677455.67,2774199193.32,2705535756.06,2962199835.95,4189860416.18,5040708115.08,4985153202.54,4913065110.53,5716644272.05,5617236032.87,6004885321.34,5678827998.82,3877196914.94,4878719133.23,5065830414.05,4672503920.20,5030344074.04,5144045359.98,4679604753.56,4877602059.51,5333862371.27,6858952880.10,8031344381.10,8707015771.00,9358710935.43,11284603070.57,13439023281.47,12814961485.10,12948906288.56,14390776643.97,14225310518.79,14851057084.78,15304363138.18,13640668374.17,14683747153.66,16374743753.47
Singapore,SGP,704462302.37,764308114.46,825885273.75,917222004.44,893734483.21,974193126.88,1095910100.61,1237423232.72,1425029400.24,1659055272.44,1919508689.40,2262544100.35,2719900350.74,3693760000.00,5216773825.99,5633386679.80,6326445409.69,6617532782.90,7515823563.17,9294635004.40,11893405683.80,14171819540.44,16078856439.63,17775280373.83,19735920492.19,19138296376.17,18569292304.90,20897630201.16,25337226970.56,30423573842.18,36152027893.14,45474442836.47,52156414978.51,60644572348.06,73777792326.83,87890009877.24,96403758865.25,100163995150.86,85707636233.27,86283126843.66,95833932714.62,89286208628.68,91941192896.24,97001377568.59,114188557567.15,127417688055.76,147797218201.27,179981288567.45,192225881687.75,192408387762.12,236421782178.22,275966926379.39,290673681683.60,304454327499.40,311539499644.86,304097759674.13,309763879840.75,323907234412.34
Solomon Islands,SLB,,,,,,,,25203524.03,28084252.76,28606411.40,,50056882.82,40606712.05,55272108.84,84539332.28,74617096.48,83099107.91,93147039.25,111022089.96,151270207.85,168715353.10,187313261.32,188446092.06,180219397.53,252806783.39,232306861.16,210737869.65,238606299.61,310684273.71,332286760.86,302515026.89,320355090.61,378778047.20,410923236.19,464756638.51,519334096.71,565163750.56,567919502.81,471177008.06,482214092.31,435103853.49,400463452.07,341661643.55,332738245.91,375111894.93,413909879.28,456705434.00,516074228.96,608293860.27,597765363.13,681151189.96,932725578.76,1063879451.23,1129787201.76,1172268295.93,1154650066.30,1232699140.37,1303453616.12
Sierra Leone,SLE,322009471.57,327834680.56,342721579.82,348546952.13,371848114.75,359379856.25,375479849.81,348795303.00,329860091.94,408690163.48,434410373.76,419549425.08,465381089.98,575230234.39,648590642.94,679335901.12,594895672.33,691777758.40,960728338.94,1109374722.08,1100685844.92,1114830471.92,1295361885.92,995104305.35,1087471861.99,856890498.63,490181456.62,701307602.28,1055083945.38,932974411.92,649644826.80,779981458.92,679997997.60,768812334.80,911915970.68,870758739.41,941742152.71,850218033.62,672375927.35,669384768.87,635874002.20,1090467712.32,1253340519.54,1385810072.19,1448536630.89,1650494367.00,1885112201.84,2158496872.86,2505458705.02,2453899846.89,2578026297.17,2942546781.05,3801862611.36,4920343195.00,5015157815.73,4218723875.14,3556036534.57,3774270392.41
El Salvador,SLV,,,,,,877720000.00,929520000.00,976200000.00,1009760100.00,1049400000.00,1132920000.00,1186120000.00,1263720000.00,1442320000.00,1665880000.00,1884120100.00,2328280100.00,2941640100.00,3127960000.00,3463639900.00,3573959900.00,3437200200.00,3399189100.00,3506347800.00,3661683400.00,3800368600.00,3771663200.00,3958045800.00,4189880000.00,4372215300.00,4817542204.03,5252342400.00,5813399300.00,6680269200.00,7679384000.00,8921947100.00,9586327800.00,10221705900.00,10936669900.00,11284197000.00,11784927700.00,12282533600.00,12664190300.00,13243892200.00,13724810900.00,14698001400.00,15999886400.00,17011750900.00,17986886200.00,17601616000.00,18447922400.00,20283783700.00,21386153000.00,21977401900.00,22585841200.00,23166030400.00,23912227500.00,24805439600.00
San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215640315.36,1101897917.82,1160626398.21,1253529079.62,1600451467.27,1877328035.76,1958711603.03,2092585622.88,2488365726.80,2752307016.26,2363156432.34,2139072847.68,2054489852.65,1800077091.10,1865374402.55,1845561894.65,1569258068.09,1590707964.60,1658778453.91
Somalia,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6486974549.29,6568443572.86,6631336625.15,6752653098.65,7368560694.66
Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16750000000.00,20948677839.85,24147996549.57,18284194680.38,18409364146.98,6540247190.34,12267175481.25,16116843146.48,21188704081.24,24861483280.63,26252007830.46,30607991862.48,40289556656.15,49259526052.74,42616653299.91,39460357730.52,46466728666.61,40742313861.14,45519650911.41,44210806365.68,37160332465.16,38299854688.13,41431648801.17
Sub-Saharan Africa (excluding high income),SSA,29913080972.42,31070998482.19,33677622318.73,38617207404.39,37675288060.45,41978908551.11,45317769537.31,44787837194.58,47906163258.69,54927090498.24,64628484706.12,65753522585.97,74072791292.41,94683459073.67,124095836532.89,136474267256.32,148193106745.14,163343818082.84,180494945376.59,217241686507.54,272813851894.88,274736123644.00,257036451395.81,239931739953.04,229079666850.98,215362569632.17,238059034046.90,281495067156.88,296726457941.67,308401433086.90,309850452778.35,317100747305.81,315453829872.24,299427182876.87,291470527348.33,336697915553.98,347591158229.09,359683808853.09,339308178013.93,341570662777.94,366290334087.91,341012715537.59,365512724298.78,466828481349.43,581411677698.04,682876718562.43,799659760673.26,930260340256.82,1064896855324.44,1022309308238.17,1363306153919.89,1537385287216.87,1612269486195.49,1701440425955.98,1782506097763.29,1608685391951.83,1511046712038.01,1647227850147.94
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17273335563.73,11266779661.02,14940338983.05,15099661016.95,10906867789.89,2904114903.23,
Sub-Saharan Africa,SSF,29924149795.40,31081488375.99,33689080477.20,38629693830.86,37689529214.56,41993014492.40,45332541076.33,44802869404.55,47920305011.71,54941072282.11,64643890923.73,65772818995.82,74101180041.61,94717181491.61,124134146459.38,136516811170.22,148236340288.71,163402918837.03,180576241678.33,217366789749.88,272956978753.22,274887211640.18,257180910484.92,240075565443.72,229228659894.04,215530310761.29,238266439759.76,281743913633.33,297010480202.43,308706588132.75,310220128290.08,317476188060.33,315889326567.91,299903506598.71,291959591949.19,337208577868.95,348096514040.19,360249590838.24,339920042519.04,342197280454.92,366908536393.26,341638607011.44,366214454987.17,467537613032.35,582254847876.02,683799640479.41,800680019088.79,931296798981.22,1065865093244.95,1023156847146.02,1364274589504.98,1538450942114.34,1613328652768.80,1702768715442.83,1783849360621.76,1610061039227.17,1512472520978.19,1648713664105.39
Small states,SST,,,,,,,,,,,7879869499.44,8864143187.92,10460126255.06,13027027794.72,20258099685.73,23030697694.86,26283614741.64,29841335711.19,32094944559.43,39832876160.28,52759380045.50,54521187989.12,54300290639.67,52546948792.34,52101815905.46,50155526059.21,49159498066.36,56143259352.06,61878608221.36,64410573379.25,74450078762.33,75943887165.05,80862200062.37,79656606276.69,83879533410.83,95021940316.35,101200537506.27,108625533389.90,108351848163.65,116362203680.42,129170128035.93,129567260486.03,138697761524.74,165353558840.93,199321767992.85,238335255544.54,277440186136.29,332195752003.49,400834911393.61,342551823244.56,393490982670.80,476512580983.55,497533088629.24,514923768188.38,528564730448.26,452162628392.91,441233983648.48,481208161470.76
Sao Tome and Principe,STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71630592.22,79863374.95,95544010.78,104486043.48,125146438.68,133324919.03,144616696.77,188021168.84,187821029.03,197454053.15,233213522.65,252560557.08,302925489.68,348941656.80,315520894.93,354238109.30,390871568.63
Suriname,SUR,93850000.00,98400000.00,103500000.00,110000000.00,120850000.00,138650000.00,171100000.00,198450000.00,220600000.00,233450000.00,247150000.00,270650000.00,287600000.00,305300000.00,368600000.00,465000000.00,505500000.00,641000000.00,735500000.00,783000000.00,794900000.00,889050000.00,915150000.00,883600000.00,864150000.00,873250000.00,891000000.00,979850000.00,1160900000.00,542520000.00,388300000.00,448300000.00,404600000.00,428794117.65,605492537.31,693970588.24,860630922.69,929607500.00,945000000.00,885444186.05,892164393.94,763465550.46,1078402127.66,1271196078.43,1484092538.41,1793754804.70,2626380435.18,2936612021.86,3532969034.61,3875409836.07,4368398047.64,4422276621.79,4980000000.00,5145757575.76,5240606060.61,4826587057.69,3278425328.32,3324385325.27
Slovak Republic,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12694544692.74,14213045493.88,15431288006.21,16452201100.96,20079363625.58,25733043137.25,27821913814.96,27660149541.18,29828899205.73,30415095887.49,29114875621.89,30703017449.66,35083608131.00,46731767494.36,57240535137.82,62697540106.95,70596729394.05,86304245825.35,100324627215.47,88945625173.66,89501012915.73,98181259740.09,93413992955.90,98478349315.33,100948236941.18,87501423882.47,89768598023.39,95769031980.14
Slovenia,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21273055398.30,21480023017.00,20749140606.24,22125435372.19,22689994990.11,20342201356.01,20875387068.11,23563576758.10,29697448108.30,34470227453.91,36346974008.21,39587732028.60,48114688201.48,55589849128.46,50244793831.62,48013606745.48,51290792018.11,46352802765.58,48116256926.08,49904928335.31,43072415017.43,44708598648.86,48769655479.24
Sweden,SWE,14842870293.42,16147160122.79,17511477311.45,18954132365.51,21137242560.85,23260320646.27,25302033132.33,27463409201.88,29143383490.59,31649203885.89,37555366021.03,40980345656.37,48263914958.84,58567384058.80,65082581294.77,81716751697.90,88102107647.10,93136775102.64,102969762221.98,121646718574.33,140088635568.38,127858412114.39,112767844570.72,103533702638.55,107661673734.86,112514448261.84,148376104539.84,180429286795.79,204068257817.60,214875344909.96,258154283908.90,270362531376.60,280312318915.49,209950792712.70,226079963711.77,264051981551.32,288103936773.04,264477727278.68,266800462898.90,270847937645.24,259802012617.06,239917320966.98,263926220332.54,331108912605.27,381705425301.75,389042298376.85,420032121655.69,487816328342.31,513965650650.12,429657033107.74,488377689564.92,563109663291.18,543880647757.40,578742001487.57,573817719109.40,497918109302.40,514459972806.17,538040458217.00
Eswatini,SWZ,35076158.48,43025199.50,45927061.46,54128377.43,64979280.41,70278594.43,76858462.83,74758504.83,79798404.03,105417891.64,112137757.24,136465324.38,146741251.46,221902017.29,264311994.11,288302907.37,272539098.44,304047838.09,340616375.34,412093133.76,542000513.61,571542674.58,537575980.84,555336145.77,494475699.86,361014890.46,449146608.32,584135559.92,692016714.32,696915430.66,1114703088.16,1156141998.33,1284766234.22,1357206995.75,1419293455.00,1698982437.76,1602760100.48,1716699913.19,1576904292.46,1547884442.26,1738100853.05,1542477308.89,1432228125.27,2197612701.10,2770082791.50,3178126491.91,3291353835.93,3469363996.37,3294093485.21,3580417066.92,4438778424.30,4820499924.25,4823831656.52,4560713073.92,4377293816.29,4020275298.03,3720649374.58,4408564260.16
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,12012025.25,11592024.36,12642026.57,13923029.26,15393032.35,15603032.80,16443034.56,16632032.81,16074027.35,16452027.99,18432031.36,21965951.72,30645121.01,36896278.22,43134498.69,47803145.96,49278979.55,64526398.66,85552369.91,127261099.24,147357222.78,154902869.02,147912069.77,146712850.51,151313241.98,168887539.13,207850623.64,249267039.78,283828769.03,304832867.39,368584758.94,374359556.08,433667193.81,473916819.45,486451204.56,508221508.22,503068472.20,562958836.52,608369282.23,622985493.68,614879764.78,622262057.19,697518248.18,705704816.04,839319927.27,919103254.55,1016418229.25,1033561654.06,967199593.96,847397850.09,969936525.30,1065826669.90,1059498884.33,1328091523.80,1342997305.50,1375604279.45,1425929444.33,1485994387.50
Syrian Arab Republic,SYR,857704431.69,945244992.21,1110565863.54,1200447429.36,1339494290.42,1472036550.71,1342287556.60,1580229795.11,1753746369.66,2245011571.99,2140383695.95,2589851693.02,3059682162.07,3239488104.60,5159557176.25,6826980766.80,7633528920.63,7696011359.94,9275203105.58,9929682184.33,13062421024.93,15518199247.34,16298905397.07,17589184556.69,17503082982.28,16403544510.53,13293209270.10,11356215712.93,10577042354.80,9853396225.59,12308624283.98,12981833333.33,13253565898.96,13695962019.21,10122020000.00,11396706586.83,13789560878.24,14505233968.87,15200846138.46,15873875968.99,19325894913.13,21099833783.50,21582248881.66,21828144686.04,25086930693.07,28858965517.24,33332844574.78,40405006007.21,,,,,,,,,,
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,313582727.64,333975336.63,357635713.88,371767002.66,392247517.60,416926302.96,432794922.46,449826323.00,453980096.65,471635620.92,469266736.61,501866730.72,585427545.72,647199482.83,652532796.07,864602103.30,866044961.05,935360466.35,1113920122.61,1004316495.11,1033002401.83,876937559.73,834369860.43,832415805.96,919103735.32,1033069710.00,1067828247.24,1163426850.65,1482597298.89,1433686309.84,1738605558.05,1877138041.64,1881847676.81,1463251055.40,1179837954.72,1445919969.89,1607345450.05,1544689502.82,1744794457.28,1534673583.25,1385058161.77,1709347793.33,1987622279.11,2736666515.83,4414929220.00,6646663561.27,7422102655.99,8638711442.77,10351932604.42,9253484108.50,10657705536.50,12156380425.08,12368071038.74,12949854262.81,13922223233.52,10985793715.27,9412034268.67,9981303726.23
East Asia & Pacific (IDA & IBRD countries),TEA,80089039788.55,70304291506.15,64423893671.30,69762135156.57,80882092508.26,94390969029.92,103332162411.67,100125605154.36,101059760365.72,113479454686.04,126499677583.33,136038265377.21,154329754089.92,194309050449.37,219217173489.36,246446916141.58,250145261175.14,289062399218.37,279843087504.41,324147326424.86,374016826107.48,399114723181.81,418870441720.05,439532723019.99,477140076336.03,522899900872.80,521420783247.62,514987911547.46,571187333957.12,617327252688.24,661633268657.13,718052286118.84,804653176735.48,883381152009.63,1062641154191.55,1311566505895.64,1506473557998.06,1560401268142.00,1430161724767.95,1573188776881.39,1731600727932.85,1842335488237.55,2039047573662.60,2307975822711.50,2676685771471.55,3100871198506.50,3734876822154.63,4723446970243.67,5979854765188.56,6486169233354.81,7867122261485.30,9617236617740.45,10728920394872.30,11841793044463.80,12732924778295.00,13245576789645.70,13483389369359.20,14713972097356.60
Europe & Central Asia (IDA & IBRD countries),TEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960328155562.11,1020619429310.93,1008411636881.47,944225033829.65,931230207614.68,837243352847.61,918930637855.01,947705087434.76,979132716528.94,946228593492.30,820213772757.26,891939625136.75,907524986868.83,1019027451202.47,1254935693409.69,1622565505094.80,2032400263820.37,2458916502733.45,3160769581656.36,3911571971985.61,3100233553677.10,3634426277925.58,4419856830777.25,4611478733661.98,4893778917069.39,4624592551758.33,3601633743536.90,3466035965437.18,3879859485679.20
Togo,TGO,121128073.11,126396469.71,132237441.63,143255784.51,166104067.63,187300336.37,216136263.91,231706475.46,241956910.66,267732446.38,253976626.17,286537524.99,335677636.89,406479906.16,560437742.59,617321669.39,619375134.18,777435020.48,824263841.54,891775906.63,1136408814.20,962347000.99,821651918.72,765746590.62,718148959.61,762359722.70,1060911735.26,1249099130.02,1378847487.41,1352949662.75,1628427515.42,1602299862.92,1692959110.18,1233496846.33,982624324.51,1309382885.33,1465448290.34,1498950899.09,1587345950.97,1576094566.49,1294250233.19,1332328999.09,1474630207.08,1673690429.62,1937074572.09,2115154262.03,2202809251.31,2523462557.39,3163416242.06,3163000528.82,3172945644.56,3756023159.96,3866618281.77,4080929201.28,4482880424.14,4087775414.98,4388569576.44,4812554346.15
Thailand,THA,2760747471.89,3034043574.06,3308912796.93,3540403456.55,3889129942.31,4388937649.04,5279230817.31,5638461442.31,6081009427.88,6695336567.31,7086538437.50,7375000024.04,8177884552.88,10838587357.75,13703000530.06,14882747955.03,16985211146.02,19779315170.02,24006570178.16,27371699082.71,32353440726.89,34846107862.37,36589797857.40,40042826244.23,41797592963.44,38900692712.15,43096746122.46,50535438696.41,61667199834.74,72250877410.32,85343063965.92,98234695722.03,111452869378.47,128889832382.82,146683499005.96,169278552851.27,183035154107.49,150180268649.39,113675706127.27,126668932159.51,126392308497.75,120296746256.63,134300851255.00,152280653543.73,172895476152.59,189318499954.00,221758486880.31,262942650543.77,291383081231.82,281710095724.76,341105009515.33,370818747396.83,397558094269.88,420333333333.33,407339361695.58,401399422442.97,411755164832.67,455220920571.13
Tajikistan,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2629395066.27,2534720480.32,1909246640.81,1646693642.11,1346074611.48,1231523034.78,1043893062.61,921843144.23,1320126706.16,1086567377.61,860550305.83,1080774007.25,1221113780.25,1554125530.80,2076148695.51,2312319579.03,2830236053.84,3719497371.10,5161336170.46,4979481980.35,5642178579.58,6522732202.51,7633049792.09,8506674782.75,9236309138.04,7853450374.00,6951657158.90,7145701018.75
Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,2331358819.76,3010982414.24,3006988216.55,3189539641.32,3208098919.01,3200539816.06,3179225948.58,2561118608.36,2482228439.71,2379281767.96,2450084970.25,2605688065.08,2450686659.78,2904662604.82,3534803921.57,4461978498.87,5977560877.44,6838351088.47,8104355716.88,10277598152.42,12664165103.19,19271523178.81,20214385964.91,22583157894.74,29233333333.33,35164210526.32,39197543859.65,43524210526.32,35799628571.43,36179885714.29,42355428571.43
Latin America & the Caribbean (IDA & IBRD countries),TLA,76323940499.71,80998700382.02,93310691024.52,93650116328.66,104002225876.24,111692774136.44,122532533336.68,125158786467.44,134567270501.42,150693755987.58,163703388139.55,182609938609.94,205018504204.42,270535129306.57,354509844684.12,370735099883.12,413043492566.40,455463921264.02,515051625130.34,616141065740.08,734456295914.21,849554481478.47,790099521551.35,694446638537.47,679865536651.19,701229420670.50,711096200299.85,746968725781.94,856981203104.76,941810257627.98,1100860265738.55,1372269332716.96,1290591892383.33,1490843650943.02,1716504227990.90,1829424290150.86,1989320947912.31,2184895345411.72,2197743299766.88,1966469717039.00,2173569936380.78,2115183372589.57,1881116473175.17,1918465890720.11,2221409363946.02,2705810155347.93,3181218620013.18,3766649351954.02,4398562896048.96,4118809334451.44,5146370070706.23,5870414497159.35,5925332953070.06,6070269710668.72,6187003203791.49,5278058941120.62,5134441961597.49,5704712973686.92
Timor-Leste,TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439543789.91,517685310.01,510739436.34,543358124.64,1078398152.02,1813734850.85,2657852896.56,2881025962.80,4391333475.81,3199550317.25,3998696648.74,5681940844.90,6671047974.39,5649813360.66,4045377828.46,3104426020.56,2521007678.83,2954620999.58
Middle East & North Africa (IDA & IBRD countries),TMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288738308055.20,296102694844.47,337619748312.85,391918726612.08,402270579724.77,408028236055.98,431557171032.11,447298299633.40,463334229256.81,450128157153.65,507822139212.33,588620268464.71,693623682832.89,806508983373.84,997382214929.02,1228766298998.44,1188669247677.49,1374620790527.27,1558059480436.63,1716996947608.91,1610655002615.51,1584604173217.79,1422429595481.82,1431082428979.52,1417009559961.62
Tonga,TON,,,,,,,,,,,,,,,,32506741.72,30036416.96,34139387.89,41567471.67,44667002.01,53260077.43,62242013.33,62068161.07,60863963.96,64248354.54,60058663.31,68195855.61,81667133.45,106657267.37,106344854.99,113563821.58,132201141.45,137066290.55,138489884.39,193775943.04,202547013.93,219583570.09,212155124.65,188686997.32,196686674.67,202363492.16,181244788.47,182737040.10,202543202.00,229358214.79,262176133.73,294137737.07,300143056.87,349484427.61,318166562.78,369485198.82,423011844.33,472358251.22,450686353.67,443911052.25,435438217.28,401562006.23,426057453.06
South Asia (IDA & IBRD),TSA,46535881332.44,49639263972.00,52969958325.10,59564122712.26,68207239106.09,73302131950.09,61638105531.20,67859666843.49,71227634892.33,78199355092.98,84723554752.40,90042199765.27,90429765500.64,103394101801.69,125253024978.19,134416244951.72,131167733626.12,151656856422.16,172583698707.16,193318639980.04,233086145789.26,247106722477.34,255647752600.74,270545953990.41,269355365721.68,292874254961.63,310147305431.91,344338556712.39,370046266531.31,373481443920.98,402049995776.25,357724008443.98,379829999580.14,376239659222.58,426649306089.11,474034402467.18,518624550497.41,544005551716.81,551628263333.51,590948702703.54,614756460255.03,630831541229.40,663250167513.16,774466662240.01,897926604901.35,1028639477063.57,1176241330740.11,1488694492908.47,1515643037463.34,1665590819267.70,2042144113594.69,2272003568714.22,2297911379164.91,2356854113186.14,2581994304111.25,2695272602059.97,2903124297500.27,3291737801056.16
