"","age","c_charge_degree","race","age_cat","v_score_text","sex","priors_count","days_b_screening_arrest","v_decile_score","is_recid","two_year_recid","c_jail_in","c_jail_out"
"3203",43,"F","Caucasian","25 - 45","Low","Male",1,-1,1,0,0,"2013-01-24 06:36:58","2013-01-25 07:32:50"
"3204",27,"F","African-American","25 - 45","Low","Male",2,-1,3,0,0,"2013-04-03 04:58:59","2013-08-13 04:48:18"
"3205",62,"F","Caucasian","Greater than 45","Low","Male",2,-20,1,0,0,"2013-04-04 09:26:01","2013-04-05 01:42:17"
"3206",21,"F","African-American","Less than 25","Medium","Male",1,-22,5,0,0,"2013-08-21 02:03:31","2013-09-12 11:18:07"
"3207",34,"M","Asian","25 - 45","Low","Male",0,-1,1,0,0,"2013-12-15 08:07:23","2013-12-16 08:32:54"
"3208",46,"M","Hispanic","Greater than 45","Low","Male",1,-2,1,0,0,"2014-01-25 04:52:02","2014-01-26 01:43:13"
"3209",40,"M","African-American","25 - 45","High","Male",23,30,8,1,1,"2013-10-12 10:22:16","2013-11-13 08:08:17"
"3210",38,"M","Caucasian","25 - 45","Low","Male",3,0,1,0,0,"2013-12-15 01:27:41","2013-12-16 08:33:43"
"3211",41,"F","African-American","25 - 45","Low","Male",7,-1,4,0,0,"2013-03-26 04:40:53","2013-05-23 06:25:48"
"3212",21,"F","Caucasian","Less than 25","Medium","Male",1,-11,7,0,0,"2013-12-08 09:52:02","2013-12-19 10:29:04"
"3213",74,"M","Caucasian","Greater than 45","Low","Female",0,-1,1,0,0,"2013-11-14 03:06:45","2013-11-14 07:37:54"
"3214",27,"M","Hispanic","25 - 45","Low","Female",0,0,3,0,0,"2013-01-24 01:34:36","2013-01-24 06:22:19"
"3215",30,"M","African-American","25 - 45","Low","Male",1,-1,2,0,0,"2014-01-22 11:51:48","2014-01-24 08:52:16"
"3216",33,"F","Caucasian","25 - 45","Low","Female",3,-2,2,1,1,"2013-05-16 09:22:15","2013-05-18 06:56:41"
"3217",24,"M","Caucasian","Less than 25","Low","Male",2,0,3,0,0,"2014-03-27 03:28:49","2014-03-27 08:33:05"
"3218",52,"F","Asian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-11-13 12:48:26","2013-11-14 08:11:15"
"3219",29,"M","Caucasian","25 - 45","Low","Female",0,-1,3,0,0,"2013-04-03 12:21:25","2013-04-03 01:03:48"
"3220",30,"F","Caucasian","25 - 45","Low","Female",1,0,2,0,0,"2013-03-31 04:29:09","2013-03-31 07:30:43"
"3221",33,"F","African-American","25 - 45","Low","Male",0,-1,4,0,0,"2013-08-06 05:28:37","2013-09-20 05:39:05"
"3222",38,"F","Hispanic","25 - 45","Low","Male",1,-1,1,0,0,"2013-12-20 07:46:00","2013-12-24 12:11:14"
"3223",28,"M","African-American","25 - 45","Medium","Female",5,-1,7,0,0,"2013-02-16 04:25:52","2013-02-18 04:28:02"
"3224",52,"F","African-American","Greater than 45","Low","Female",3,0,1,0,0,"2014-01-13 02:37:51","2014-01-13 07:46:57"
"3225",21,"F","Hispanic","Less than 25","Medium","Male",1,-25,6,0,0,"2014-02-14 11:46:56","2014-02-15 08:32:02"
"3226",22,"F","Hispanic","Less than 25","Medium","Female",1,-1,5,1,0,"2014-01-12 05:58:48","2014-01-14 10:17:25"
"3227",32,"F","Hispanic","25 - 45","Low","Male",3,0,2,0,0,"2013-05-24 02:14:27","2013-05-24 08:22:34"
"3228",25,"F","African-American","25 - 45","Low","Male",0,0,3,1,1,"2014-03-22 02:24:16","2014-06-20 08:29:13"
"3229",27,"M","African-American","25 - 45","Low","Female",0,-1,3,1,0,"2013-05-02 09:32:44","2013-05-03 12:53:32"
"3230",35,"F","Caucasian","25 - 45","Low","Male",0,0,2,0,0,"2013-11-27 12:01:59","2013-11-28 02:20:19"
"3231",40,"M","African-American","25 - 45","Low","Male",2,-1,3,1,0,"2013-09-26 05:51:39","2013-09-27 01:50:53"
"3232",29,"F","Other","25 - 45","Low","Female",0,-1,3,0,0,"2013-04-16 11:04:17","2013-06-03 09:05:35"
"3233",24,"M","African-American","Less than 25","Medium","Male",2,-1,7,1,1,"2014-09-21 03:02:31","2014-10-15 08:42:14"
"3234",24,"F","African-American","Less than 25","High","Male",10,0,9,1,1,"2013-05-25 02:03:09","2013-05-25 07:33:04"
"3235",26,"F","Hispanic","25 - 45","Low","Male",5,-1,2,0,0,"2013-04-18 07:25:19","2013-04-19 01:04:18"
"3236",50,"F","Caucasian","Greater than 45","Low","Male",1,0,3,0,0,"2013-10-28 01:20:34","2013-11-06 05:46:21"
"3237",51,"M","Hispanic","Greater than 45","Low","Male",0,-1,1,0,0,"2013-02-16 11:00:54","2013-02-17 07:57:14"
"3238",29,"M","African-American","25 - 45","Low","Male",3,-1,2,0,0,"2013-04-16 04:00:42","2013-04-17 10:35:05"
"3239",25,"M","Caucasian","25 - 45","Low","Female",0,0,4,0,0,"2013-08-11 04:08:29","2013-08-12 02:12:13"
"3240",46,"F","Caucasian","Greater than 45","Low","Male",1,-1,3,0,0,"2013-09-23 12:47:13","2013-10-04 01:57:13"
"3241",33,"M","African-American","25 - 45","Medium","Male",9,-28,7,1,1,"2014-10-27 12:30:23","2014-11-11 02:19:27"
"3242",31,"F","Hispanic","25 - 45","Low","Male",19,-1,2,1,1,"2013-09-23 07:54:43","2013-09-24 07:47:19"
"3243",21,"M","Other","Less than 25","Medium","Male",0,-1,6,0,0,"2013-01-03 08:19:16","2013-01-07 09:42:38"
"3244",35,"F","African-American","25 - 45","Medium","Male",4,-1,5,0,0,"2013-09-04 01:52:20","2013-09-15 02:36:41"
"3245",26,"M","Other","25 - 45","Medium","Male",1,-1,7,0,0,"2013-03-31 03:47:27","2013-04-01 06:11:22"
"3246",27,"M","Caucasian","25 - 45","Low","Male",0,0,4,0,0,"2013-01-06 04:31:06","2013-01-08 05:20:57"
"3247",22,"F","African-American","Less than 25","Medium","Male",2,-1,5,0,0,"2014-03-22 11:52:10","2014-03-23 08:29:09"
"3248",29,"F","African-American","25 - 45","Low","Female",0,-1,2,1,1,"2014-07-19 05:05:54","2014-07-20 08:08:01"
"3249",31,"M","African-American","25 - 45","Low","Male",0,-1,4,0,0,"2014-01-11 06:00:49","2014-01-13 02:58:29"
"3250",29,"F","Hispanic","25 - 45","Low","Female",0,0,3,0,0,"2013-04-28 04:06:52","2013-04-28 06:43:22"
"3251",65,"F","Caucasian","Greater than 45","Low","Female",0,-1,1,0,0,"2013-04-24 07:03:33","2013-04-25 01:08:21"
"3252",34,"M","Hispanic","25 - 45","Low","Female",1,-5,1,0,0,"2013-06-01 10:35:08","2013-06-05 06:03:38"
"3253",24,"F","Caucasian","Less than 25","Medium","Male",6,0,5,0,0,"2013-02-23 03:17:40","2013-03-02 08:24:16"
"3254",46,"M","African-American","Greater than 45","Low","Male",0,0,1,0,0,"2013-01-26 07:30:18","2013-01-27 08:32:51"
"3255",29,"F","African-American","25 - 45","Low","Male",7,0,2,1,0,"2013-02-09 03:34:10","2013-02-11 09:29:51"
"3256",56,"F","Caucasian","Greater than 45","Low","Female",3,-1,1,0,0,"2014-02-03 06:27:36","2014-02-04 01:31:30"
"3257",21,"F","African-American","Less than 25","Medium","Male",0,0,7,0,0,"2013-04-07 02:50:45","2013-04-08 04:00:00"
"3258",40,"F","African-American","25 - 45","High","Male",0,0,9,1,1,"2013-01-07 02:33:54","2013-01-11 09:36:33"
"3259",22,"M","African-American","Less than 25","High","Male",2,-1,8,1,1,"2014-02-13 12:25:47","2014-04-09 05:37:42"
"3260",39,"M","Caucasian","25 - 45","Low","Male",0,-1,1,0,0,"2014-01-05 06:33:24","2014-01-06 12:02:21"
"3261",36,"F","Caucasian","25 - 45","Low","Male",1,0,1,0,0,"2014-01-17 02:33:03","2014-01-17 09:43:27"
"3262",30,"F","African-American","25 - 45","Low","Male",0,-1,2,0,0,"2013-11-22 03:20:19","2013-11-24 02:55:48"
"3263",36,"M","African-American","25 - 45","Medium","Male",0,-1,5,0,0,"2013-09-14 07:15:24","2013-09-16 03:47:12"
"3264",32,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0,"2013-01-27 06:27:20","2013-01-29 10:59:12"
"3265",23,"M","Other","Less than 25","Low","Male",0,-1,4,1,0,"2013-01-21 11:08:31","2013-01-22 02:00:40"
"3266",52,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-08-03 08:41:11","2013-08-04 08:02:48"
"3267",38,"M","African-American","25 - 45","Low","Male",5,-1,2,0,0,"2013-11-30 11:15:26","2013-12-06 02:02:27"
"3268",46,"M","Caucasian","Greater than 45","Low","Male",0,0,1,0,0,"2013-02-13 01:58:51","2013-02-13 07:54:38"
"3269",20,"F","African-American","Less than 25","Medium","Male",2,-17,5,1,1,"2014-10-19 08:57:11","2014-11-04 09:23:44"
"3270",63,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-05-25 11:32:19","2013-05-26 08:33:03"
"3271",27,"F","African-American","25 - 45","Medium","Male",1,-1,5,1,1,"2014-08-25 10:18:43","2014-08-26 08:44:24"
"3272",27,"F","African-American","25 - 45","Low","Male",0,-1,4,0,0,"2014-01-28 01:58:14","2014-01-31 08:36:08"
"3273",27,"M","African-American","25 - 45","Low","Male",0,0,2,0,0,"2013-09-07 01:01:09","2013-09-08 04:02:48"
"3274",48,"M","African-American","Greater than 45","Low","Female",0,-1,3,0,0,"2014-01-12 10:49:59","2014-01-22 08:49:33"
"3275",26,"M","African-American","25 - 45","Medium","Female",1,-23,5,0,0,"2014-01-04 11:01:26","2014-01-05 04:59:52"
"3276",58,"F","Other","Greater than 45","Low","Male",0,0,1,0,0,"2014-01-31 01:07:44","2014-01-31 08:14:11"
"3277",41,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0,"2013-03-19 11:12:30","2013-03-23 01:04:00"
"3278",21,"F","African-American","Less than 25","Medium","Male",0,-1,7,0,0,"2013-01-14 03:40:11","2013-01-15 01:09:24"
"3279",26,"M","Other","25 - 45","Low","Male",0,-1,3,0,0,"2013-04-25 01:57:38","2013-04-26 07:29:04"
"3280",39,"M","African-American","25 - 45","Low","Female",3,-1,2,0,0,"2013-01-26 05:18:10","2013-01-28 06:53:55"
"3281",46,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-12-30 11:43:47","2013-12-31 01:41:52"
"3282",33,"F","Other","25 - 45","Low","Male",7,-1,3,1,1,"2013-12-16 02:37:00","2014-04-11 03:13:00"
"3283",20,"F","Native American","Less than 25","High","Male",1,-5,9,1,1,"2014-06-26 10:46:59","2014-07-01 11:20:41"
"3284",32,"M","Caucasian","25 - 45","Low","Male",0,-1,3,0,0,"2014-01-04 12:57:21","2014-01-05 02:30:43"
"3285",64,"M","Hispanic","Greater than 45","Low","Male",1,-2,1,0,0,"2013-06-01 10:15:46","2013-06-02 08:24:11"
"3286",26,"F","African-American","25 - 45","Low","Male",2,-23,4,0,0,"2014-02-08 07:11:12","2014-02-09 01:26:52"
"3287",22,"F","African-American","Less than 25","High","Male",2,-1,8,1,0,"2013-04-29 04:28:02","2013-04-30 07:17:44"
"3288",43,"F","Caucasian","25 - 45","Low","Female",0,0,1,0,0,"2013-12-22 02:32:05","2013-12-23 01:40:39"
"3289",55,"M","Caucasian","Greater than 45","Low","Female",0,-1,1,0,0,"2013-05-09 10:15:50","2013-05-10 08:38:51"
"3290",34,"M","Hispanic","25 - 45","Low","Male",0,0,1,0,0,"2013-08-07 12:09:52","2013-10-23 11:18:41"
"3291",20,"F","African-American","Less than 25","Medium","Male",1,-1,6,0,0,"2013-10-14 05:43:48","2013-10-16 09:20:13"
"3292",55,"F","Caucasian","Greater than 45","High","Male",7,0,10,0,0,"2013-02-23 03:21:11","2013-02-23 09:04:37"
"3293",22,"F","African-American","Less than 25","High","Male",1,-1,8,0,0,"2013-03-05 09:14:57","2013-03-07 05:10:56"
"3294",55,"F","African-American","Greater than 45","Low","Male",1,-1,1,0,0,"2013-09-09 04:06:52","2013-09-18 10:30:00"
"3295",21,"F","African-American","Less than 25","High","Male",0,-1,9,1,1,"2013-03-14 07:22:45","2013-03-21 07:20:07"
"3296",23,"F","African-American","Less than 25","Low","Male",0,-1,4,0,0,"2013-09-23 09:18:09","2013-09-24 08:49:29"
"3297",28,"M","Caucasian","25 - 45","Low","Female",1,-2,2,0,0,"2013-08-05 10:26:37","2013-08-06 01:36:07"
"3298",45,"F","Other","Greater than 45","Low","Male",0,0,1,0,0,"2013-05-09 01:46:12","2013-05-10 12:10:14"
"3299",39,"F","African-American","25 - 45","Low","Male",1,-1,2,1,0,"2013-04-14 12:35:29","2013-04-28 04:07:31"
"3300",79,"M","Caucasian","Greater than 45","Low","Male",1,-22,1,0,0,"2013-07-07 09:04:26","2013-07-08 12:17:21"
"3301",48,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0,"2013-12-06 07:54:08","2013-12-07 01:25:17"
"3302",31,"M","African-American","25 - 45","Low","Male",5,-1,3,0,0,"2013-01-11 01:37:56","2013-01-12 01:34:34"
"3303",56,"M","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0,"2014-03-22 11:04:24","2014-03-26 09:44:27"
"3304",43,"M","African-American","25 - 45","Low","Male",2,-1,1,0,0,"2013-08-18 05:31:33","2013-08-20 07:43:59"
"3305",20,"F","Hispanic","Less than 25","Medium","Male",0,-1,5,0,0,"2014-03-12 12:52:07","2014-03-13 04:07:39"
"3306",41,"M","African-American","25 - 45","Low","Male",0,-4,2,0,0,"2013-08-04 03:15:07","2013-08-07 08:38:50"
"3307",24,"F","Other","Less than 25","Low","Male",1,-1,3,0,0,"2013-12-06 03:59:45","2013-12-07 08:00:48"
"3308",33,"F","African-American","25 - 45","Low","Female",1,-1,1,0,0,"2013-09-24 07:19:08","2013-09-25 07:32:07"
"3309",22,"F","African-American","Less than 25","Low","Male",0,-1,4,0,0,"2014-02-04 01:35:10","2014-02-13 10:41:37"
"3310",34,"F","African-American","25 - 45","Low","Male",3,-1,1,0,0,"2014-01-21 06:38:50","2014-01-22 07:53:54"
"3311",36,"M","Caucasian","25 - 45","Low","Male",0,0,1,0,0,"2013-01-18 03:17:45","2013-01-18 08:51:56"
"3312",69,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-01-18 04:01:25","2013-01-19 01:25:00"
"3313",32,"F","Caucasian","25 - 45","Low","Male",5,-1,4,1,1,"2013-02-21 03:26:24","2013-02-22 01:32:44"
"3314",46,"F","Caucasian","Greater than 45","Low","Male",0,-1,2,0,0,"2013-12-09 06:27:49","2014-02-26 01:03:40"
"3315",34,"M","Caucasian","25 - 45","Low","Male",1,-14,3,0,0,"2014-02-10 02:20:42","2014-02-11 09:23:53"
"3316",32,"M","Hispanic","25 - 45","Low","Female",0,0,1,0,0,"2014-03-07 07:10:24","2014-03-17 07:16:22"
"3317",39,"M","African-American","25 - 45","Low","Male",0,-1,1,0,0,"2013-01-27 10:35:20","2013-01-28 06:46:53"
"3318",25,"M","African-American","25 - 45","Medium","Male",6,-1,7,1,1,"2014-09-30 08:47:42","2014-10-02 08:08:10"
"3319",29,"M","Caucasian","25 - 45","Low","Male",2,-2,4,1,0,"2013-07-24 10:54:34","2013-07-26 10:35:06"
"3320",40,"M","Caucasian","25 - 45","Low","Female",0,-1,2,0,0,"2014-02-16 09:48:15","2014-02-19 04:10:54"
"3321",50,"F","Caucasian","Greater than 45","Low","Male",5,-8,1,1,0,"2013-04-17 10:39:20","2013-04-22 11:45:09"
"3322",37,"M","African-American","25 - 45","Medium","Male",4,-1,7,1,1,"2014-10-31 09:52:44","2015-01-14 12:38:16"
"3323",34,"F","African-American","25 - 45","Low","Male",1,0,2,0,0,"2013-02-24 12:31:37","2013-02-24 09:00:27"
"3324",35,"F","Hispanic","25 - 45","Low","Female",0,-1,1,0,0,"2014-03-19 07:32:49","2014-03-20 11:57:04"
"3325",23,"F","Caucasian","Less than 25","Medium","Male",10,-1,6,1,0,"2013-01-11 01:35:04","2013-03-22 08:45:44"
"3326",20,"F","Other","Less than 25","Medium","Male",0,-2,7,0,0,"2013-09-28 08:34:56","2013-09-29 01:46:44"
"3327",26,"F","Caucasian","25 - 45","Low","Male",2,-1,4,0,0,"2013-03-25 11:41:47","2013-03-26 01:03:38"
"3328",59,"M","Caucasian","Greater than 45","Low","Male",2,-15,1,1,1,"2014-10-29 09:37:56","2014-10-30 08:26:47"
"3329",37,"M","Caucasian","25 - 45","Low","Male",2,-12,3,0,0,"2013-08-04 08:19:11","2013-08-16 10:55:25"
"3330",22,"F","African-American","Less than 25","Medium","Male",1,-1,7,0,0,"2013-08-13 01:31:52","2013-09-18 11:56:57"
"3331",25,"F","African-American","25 - 45","Medium","Male",5,-1,7,0,0,"2013-01-27 10:18:53","2013-03-05 06:42:36"
"3332",20,"M","African-American","Less than 25","Medium","Male",1,-1,7,1,1,"2013-11-07 01:46:22","2013-11-08 08:59:23"
"3333",50,"M","Hispanic","Greater than 45","Low","Male",2,0,1,0,0,"2014-02-24 05:18:29","2014-02-25 04:40:49"
"3334",20,"F","African-American","Less than 25","High","Male",1,-20,8,0,0,"2014-01-16 08:27:08","2014-01-19 02:09:26"
"3335",51,"M","Caucasian","Greater than 45","Low","Male",1,-1,1,1,1,"2013-08-08 04:57:26","2013-08-10 04:22:50"
"3336",30,"M","African-American","25 - 45","Low","Male",2,-1,2,0,0,"2013-01-20 05:11:14","2013-02-07 09:31:29"
"3337",39,"M","Other","25 - 45","Low","Male",0,-1,1,1,0,"2014-01-11 05:27:12","2014-01-14 09:21:38"
"3338",26,"F","African-American","25 - 45","Low","Male",2,-1,4,0,0,"2013-04-05 01:11:27","2013-05-08 08:21:55"
"3339",20,"M","Other","Less than 25","Medium","Male",0,-1,6,0,0,"2013-10-20 10:25:19","2013-10-21 07:52:13"
"3340",26,"F","Caucasian","25 - 45","Low","Female",0,-4,4,0,0,"2013-02-21 11:28:11","2013-02-22 01:51:52"
"3341",26,"F","African-American","25 - 45","Low","Male",5,-1,3,0,0,"2013-03-26 06:03:04","2013-03-29 04:56:00"
"3342",20,"F","Caucasian","Less than 25","Medium","Male",0,-1,6,0,0,"2013-12-05 11:38:15","2013-12-06 12:40:41"
"3343",28,"F","African-American","25 - 45","Low","Male",0,0,3,1,1,"2014-02-17 01:46:34","2014-03-04 05:23:42"
"3344",21,"M","African-American","Less than 25","Medium","Female",0,-4,7,0,0,"2013-01-24 11:20:51","2013-01-25 02:16:47"
"3345",25,"F","Other","25 - 45","High","Male",0,-1,8,1,1,"2013-05-02 05:54:12","2013-05-03 11:02:07"
"3346",30,"F","Caucasian","25 - 45","Low","Male",0,-1,2,0,0,"2013-10-26 11:37:22","2013-10-28 07:52:36"
"3347",21,"F","Caucasian","Less than 25","High","Male",2,-3,9,1,1,"2013-10-18 01:25:21","2013-10-18 08:21:29"
"3348",35,"F","African-American","25 - 45","Medium","Male",22,0,7,1,1,"2013-01-22 04:07:47","2013-01-24 05:56:12"
"3349",50,"F","Caucasian","Greater than 45","Low","Male",2,-1,1,1,1,"2013-01-08 03:16:14","2013-01-17 05:32:25"
"3350",25,"M","African-American","25 - 45","High","Male",5,-1,9,0,0,"2013-04-13 10:35:00","2013-04-15 04:04:55"
"3351",26,"F","African-American","25 - 45","High","Male",0,-1,10,0,0,"2013-08-25 07:42:30","2013-08-26 07:55:00"
"3352",22,"F","African-American","Less than 25","Medium","Male",0,-1,5,0,0,"2013-05-21 04:56:17","2013-05-22 07:40:50"
"3353",29,"F","African-American","25 - 45","Low","Male",0,0,3,0,0,"2013-12-22 03:48:00","2013-12-22 08:17:21"
"3354",52,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0,"2013-01-11 10:25:43","2013-01-12 01:20:11"
"3355",21,"F","African-American","Less than 25","Medium","Male",0,-1,7,1,0,"2013-10-28 10:17:17","2013-10-29 02:28:05"
"3356",21,"F","Caucasian","Less than 25","Medium","Male",1,0,6,0,0,"2013-12-28 02:53:59","2013-12-28 01:30:48"
"3357",24,"F","African-American","Less than 25","Medium","Male",3,0,6,0,0,"2013-09-22 05:19:47","2013-12-24 10:49:05"
"3358",30,"M","Caucasian","25 - 45","Low","Female",0,-1,2,0,0,"2013-05-14 09:22:05","2013-05-15 01:21:03"
"3359",41,"M","African-American","25 - 45","Medium","Male",9,-1,6,0,0,"2013-02-13 05:10:15","2013-02-15 05:30:02"
"3360",48,"F","Caucasian","Greater than 45","Low","Male",6,-26,1,0,0,"2013-11-07 12:05:05","2013-11-13 09:53:57"
"3361",34,"M","African-American","25 - 45","Low","Female",1,-1,1,0,0,"2013-02-17 07:32:38","2013-02-18 08:01:59"
"3362",25,"M","African-American","25 - 45","Low","Male",1,0,3,0,0,"2013-12-18 02:16:46","2013-12-18 08:23:35"
"3363",56,"F","Caucasian","Greater than 45","Low","Male",6,-1,1,0,0,"2013-05-07 09:00:57","2013-05-08 06:44:34"
"3364",23,"F","African-American","Less than 25","Medium","Male",0,0,5,0,0,"2013-04-03 02:54:54","2013-04-03 09:43:32"
"3365",21,"M","Caucasian","Less than 25","Medium","Male",0,-1,6,0,0,"2014-01-08 10:11:04","2014-01-09 12:48:56"
"3366",66,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-08-18 08:34:53","2013-08-20 07:37:33"
"3367",28,"M","African-American","25 - 45","Low","Male",7,-1,4,0,0,"2013-03-20 06:48:40","2013-03-21 01:37:15"
"3368",29,"M","Caucasian","25 - 45","Low","Male",0,0,1,0,0,"2013-12-24 04:19:53","2013-12-24 01:22:49"
"3369",39,"F","Caucasian","25 - 45","Low","Male",0,-1,1,0,0,"2014-01-05 05:46:37","2014-01-06 08:24:58"
"3370",31,"F","Caucasian","25 - 45","Low","Male",1,-1,2,0,0,"2013-03-27 02:03:43","2013-03-28 07:56:52"
"3371",22,"M","African-American","Less than 25","Medium","Male",0,-1,6,0,0,"2013-02-16 11:06:26","2013-04-11 08:20:14"
"3372",22,"M","Caucasian","Less than 25","Medium","Female",0,-1,5,0,0,"2013-10-24 03:53:21","2013-10-25 02:25:57"
"3373",35,"F","Caucasian","25 - 45","Low","Male",3,0,1,0,0,"2013-09-25 01:21:21","2013-09-26 04:17:22"
"3374",56,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,1,0,"2013-01-17 10:28:39","2013-01-18 08:29:47"
"3375",34,"F","African-American","25 - 45","Low","Female",0,-1,1,0,0,"2014-01-25 09:03:48","2014-01-26 06:20:03"
"3376",43,"F","Caucasian","25 - 45","Low","Male",2,-1,1,0,0,"2013-09-13 09:19:12","2013-09-14 07:13:34"
"3377",38,"F","Caucasian","25 - 45","Low","Male",0,-1,1,0,0,"2013-01-07 10:25:39","2013-01-08 09:34:17"
"3378",39,"F","Caucasian","25 - 45","Medium","Male",3,-1,6,0,0,"2013-03-10 07:57:29","2013-03-11 03:27:21"
"3379",26,"M","African-American","25 - 45","Low","Male",2,0,3,0,0,"2013-04-29 12:50:46","2013-04-29 09:25:26"
"3380",55,"M","Caucasian","Greater than 45","Low","Female",0,-1,1,0,0,"2014-01-23 09:15:43","2014-01-25 02:22:49"
"3381",61,"F","African-American","Greater than 45","Low","Male",25,-1,4,0,0,"2013-03-25 01:22:14","2013-03-26 07:28:22"
"3382",33,"M","Other","25 - 45","Low","Male",0,-1,2,0,0,"2013-03-11 12:27:40","2013-03-22 09:48:08"
"3383",40,"F","Caucasian","25 - 45","Medium","Male",4,0,7,0,0,"2013-09-27 01:04:37","2013-09-28 04:31:01"
"3384",33,"F","African-American","25 - 45","Low","Male",3,0,1,0,0,"2013-04-11 01:37:03","2013-04-11 07:46:59"
"3385",26,"F","Caucasian","25 - 45","Low","Male",0,-1,4,1,1,"2014-11-06 06:10:20","2014-11-07 08:40:38"
"3386",28,"F","African-American","25 - 45","Low","Male",0,-1,3,0,0,"2014-02-10 04:55:34","2014-02-11 01:42:01"
"3387",45,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-01-04 05:56:18","2013-01-05 07:57:29"
"3388",57,"F","Caucasian","Greater than 45","Low","Female",4,-1,1,0,0,"2013-03-14 11:21:16","2013-11-27 06:50:42"
"3389",26,"F","African-American","25 - 45","High","Male",3,-1,9,1,1,"2013-09-28 06:05:10","2013-11-14 08:19:34"
"3390",35,"F","African-American","25 - 45","Low","Male",1,-1,4,0,0,"2013-09-05 12:59:53","2013-09-06 01:34:22"
"3391",54,"F","Hispanic","Greater than 45","Low","Male",0,0,1,0,0,"2013-04-07 03:17:08","2013-04-09 07:14:08"
"3392",29,"F","African-American","25 - 45","Low","Female",0,-1,4,0,0,"2014-02-25 10:19:07","2014-02-28 09:41:33"
"3393",40,"M","Caucasian","25 - 45","Low","Female",0,-1,1,0,0,"2013-12-18 07:23:28","2013-12-19 09:39:49"
"3394",25,"M","African-American","25 - 45","Low","Female",0,-1,2,0,0,"2013-05-10 09:11:37","2013-05-11 07:06:19"
"3395",44,"M","African-American","25 - 45","Medium","Male",3,-1,5,0,0,"2013-05-15 09:10:58","2013-05-18 05:34:59"
"3396",29,"F","African-American","25 - 45","Low","Male",0,-1,2,0,0,"2013-10-18 10:11:46","2013-12-30 06:13:11"
"3397",56,"M","Caucasian","Greater than 45","Low","Male",0,-4,1,0,0,"2013-08-15 04:33:21","2013-08-15 09:09:29"
"3398",27,"M","African-American","25 - 45","Low","Female",0,-1,3,0,0,"2014-01-23 08:08:50","2014-01-24 10:07:59"
"3399",29,"M","Caucasian","25 - 45","Low","Female",0,-1,3,0,0,"2013-03-03 09:50:11","2013-03-04 08:09:45"
"3400",34,"M","Caucasian","25 - 45","Low","Female",4,-1,2,0,0,"2013-11-11 07:15:49","2013-11-12 01:43:06"
"3401",22,"F","African-American","Less than 25","Medium","Female",0,0,6,0,0,"2013-01-15 12:42:27","2013-01-15 02:11:49"
"3402",31,"F","Caucasian","25 - 45","Low","Male",0,-1,1,0,0,"2014-03-21 11:14:06","2014-03-24 04:48:24"
"3403",47,"F","African-American","Greater than 45","Low","Male",3,-1,1,0,0,"2014-01-04 11:28:11","2014-01-06 11:05:06"
"3404",39,"F","African-American","25 - 45","Medium","Male",4,-1,5,0,0,"2013-08-09 07:48:19","2013-12-06 04:19:37"
"3405",30,"F","Hispanic","25 - 45","Low","Male",2,-1,2,0,0,"2013-09-05 07:52:06","2013-09-11 08:03:44"
"3406",61,"M","African-American","Greater than 45","High","Male",2,0,10,0,0,"2013-10-11 12:18:27","2013-10-12 05:32:14"
"3407",37,"M","Hispanic","25 - 45","Low","Male",3,0,3,0,0,"2013-10-18 02:04:41","2013-10-18 07:46:06"
"3408",38,"F","Other","25 - 45","Low","Male",1,-1,1,1,1,"2014-05-16 05:12:16","2014-05-17 09:27:02"
"3409",30,"M","African-American","25 - 45","Medium","Male",0,-1,7,0,0,"2013-02-06 01:02:38","2013-02-07 07:22:44"
"3410",47,"F","Other","Greater than 45","Low","Male",0,-1,1,0,0,"2013-12-10 03:24:17","2013-12-12 03:36:20"
"3411",59,"M","African-American","Greater than 45","Low","Male",1,-1,1,0,0,"2013-03-27 09:14:17","2013-05-29 06:13:48"
"3412",23,"M","Caucasian","Less than 25","High","Male",4,-1,9,1,1,"2013-09-22 01:06:45","2013-09-24 04:25:18"
"3413",41,"F","Hispanic","25 - 45","Low","Female",0,-1,1,0,0,"2014-01-30 06:22:27","2014-01-31 10:00:17"
"3414",22,"F","African-American","Less than 25","Medium","Male",0,-1,7,0,0,"2013-09-10 08:06:30","2013-09-12 08:19:10"
"3415",26,"F","African-American","25 - 45","Medium","Male",5,-1,5,0,0,"2013-12-06 02:33:03","2013-12-07 01:40:08"
"3416",44,"F","Caucasian","25 - 45","Low","Male",1,0,2,0,0,"2014-02-07 05:14:26","2014-02-09 01:53:51"
