Type,Age,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,Description,Images,Breed,target
Cat,72.0,Male,Black,White,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,"When I search through the cats on petfinder for adoption, my heart sank as most cats are cuter, younger and prettier than Ninja. Though I personal understand that chances of him being adopted is as close as 0, but deep down inside me I still hope someone who will have a big heart for him. Ninja is not special or pretty, but in my eyes, he is not any lesser than other prettier cats. He is 6-year-old now, and has never parted with me as he was born in my wardrobe and been with me since then. His mom was a stray that I used to feed and without me knowing she creeped into my wardrobe and gave birth to 3 beautiful babies. Unfortunately his mom passed away after 2 weeks, sent to the vet when found she Ill but was too late to treat. I bottle fed him since the day his mom crossed the bridge. I have 4 cats of my own and I'm being relocated to SG and could only bring 2 cats with me due to circumstances. I would eventually follow my husband to Australia in a few years time from SG and can't afford the expensive pet relocating cost. It kills me to pick which 2 among 4 of them. I'm brining the oldest and Ninja's sister (ex-sporo survival) simply because 1 being the oldest and the other one being an ex sporo patient. Ninja is a very quiet and independent cat. He doesn't like to be held much or pat. It takes a really big heart to love him unconditionally as he is not the huggable type. He needs a permanent home with an owner who loves him despite being a little too 'cool'. I hope someone out there will have a space at home and a big heart to take him in and love him. Anyone who likes to find out more about Ninja may drop me messages on whatsapp at (Michelle)",7bda94ad0-9.jpg,Domestic_Short_Hair,False
Cat,13.0,Male,Cream,White,Unknown,Large,Yes,Yes,Yes,No,Healthy,0.0,For all serious cat lovers.. Pippin is a very adorable kitten. He is 1.1 years old. He has blue eyes.He is very affectionate and need attention from us but sometime playful.He eats equilibro kitten and drinks water from a small container.He is also toilet trained to use the litter box. The reason I give this kitten for adoption because I don't have time to take care of him.There will be no charge over this kitten.So I'm looking for someone who can take care of him and a serious adopter that willing to take care for him & give him a loving home. Anyone who is interested to adopt this adorable kitten can contact Mimiey at. Thank you.,5112b0c92-6.jpg,Siamese,True
Dog,18.0,Male,Golden,Unknown,Unknown,Large,Yes,Yes,Yes,No,Healthy,200.0,"His name is Rocky. He is a very fun and loving dog. We treat him like a member of the family. We care a a lot about him. We provide the best of everything for him in terms of nutrition and general welfare. Unfortunately, we can no longer keep him due to the relocation of our job. We seek for those people who can really provide love and bring joy to Rocky as much as we do. Rocky is a pure breed Golden retriever but he is not MKA certified. we trim his fur for easy grooming and maintenance. Only serious owners please!",ac8229264-3.jpg,Golden_Retriever,True
Cat,5.0,Male,Black,White,Unknown,Medium,Yes,Unknown,Unknown,No,Healthy,0.0,location: IIUM/UIA Gombak contact no:(call/text/whatsapp),dde0775b8-9.jpg,Domestic_Short_Hair,False
Cat,24.0,Female,Brown,Yellow,White,Medium,Yes,No,No,Yes,Healthy,0.0,location: Klang contact no.,27ef6e605-1.jpg,Domestic_Short_Hair,False
Cat,5.0,Male,Yellow,Unknown,Unknown,Medium,Unknown,No,Yes,No,Healthy,100.0,"Name: Pillo aka Lilo Attitude: Was named Pillo because he likes to sleep above our heads when we sleep. He is a Very Naughty Cat. At this age, he is very Playful and hyperactive. Always have ideas and tricks for his playfulness, so the potential adopter would need to commit more time and attention to play around with him. Has recently lost his weight because he suffered from diarrhea two weeks ago, but he has been served medications and he is now in a perfect health and is ready to be let go. Disposals: Pine wood/ Cat litter trained (but not toilet trained) Diet: Royal Canin Kittens and Equilibrio Kittens No Delivery LOCATION : Taman Desa, OFF Jalan Klang Lama LANDMARKS : Taman Desa Medical Centre (0.3km away) Desa Waterpark (0.5km away) MidValley Megamall (5km away) Only for Serious Adopters ☺️ IF UR INTERESTED: Kindly contact me at; + -Farah ***Whatsapp is more preferable Thank You for viewing the cat's profile. ***We recommend you to consult the vet after the adoption of the cat(s). *****We highly suggest the adopters to VACCINATE the cat(s) and to spay/neuter it once it reaches its maturity. Thank you! 😀😃😄",2ac4dd8c2-5.jpg,Domestic_Long_Hair,False
Dog,1.0,Female,Brown,Unknown,Unknown,Medium,Yes,No,No,No,Healthy,20.0,The lil' puppy is currently taking shelter at SPCA Seberang Perai. Those interested to adopt her may contact us via email.,55553842f-1.jpg,Mixed_Breed,True
Cat,3.0,Male,Black,Gray,White,Large,Unknown,No,Yes,No,Healthy,50.0,"3 weeks ago, my friend rescued 7 kittens at Shah Alam. 3 had mange, 1 was very weak and thin which I had the feeling he will not made it. It's true. 2 days later, he died. Four days later, another two died. In the end, only 4 survives. Now they are ready for adoption. Indy is playful & active. A lil bit shy towards strangers but when you stoke his body, he'll be nice to u.",3f7b002f4-2.jpg,Domestic_Long_Hair,True
Dog,12.0,Male,Cream,Unknown,Unknown,Small,No,Unknown,Unknown,No,Healthy,0.0,"Since we are not able to get him back to his owner, Hair-ball is now open for adoption. Anyone who wish to give Hair-ball a home and love, please email to:  . com or sms to (we are able to read Chinese message) Tell us you name, place, and whether u agree the terms and condition which listed below. Terms and Condition: The person who want to adopt the dog 1) Have to stay in ""pet allowed"" property. 2) Apply license for the dog and renew the license annually. 3) Have to bring the dog for vaccination. 4) Have to do heartworm prevention and deworming. 5) Have to neuter the dog. ================================================= A poodle was found roaming at hotel area at Seri Kembangan. He is very dependent on people and friendly. We believe that he was lost from a good family not long time ago, since his fur, teeth and ear are clean. We wish to send him back to the family. contact",6316b9647-1.jpg,Poodle,True
Cat,7.0,Female,White,Unknown,Unknown,Medium,Yes,No,Yes,No,Healthy,150.0,"Mrs Snow was also left under my care as the original owner is unable to care for her anymore. She is a beautiful white cat with blue eyes and as far as I have observed, she is well behaved and quiet. She is litter trained and is also affectionate.",73e86b2fe-2.jpg,Ragdoll,True
Dog,2.0,Male,Brown,Unknown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,Mick & his brother were rescued from owners who took them home for their young children to play with and did not care and feed them properly. Now they have put on weight and have been dewormed and vaccinated.,0d635d0b4-1.jpg,Mixed_Breed,True
Cat,24.0,Male,Golden,White,Unknown,Large,Yes,No,No,No,Healthy,0.0,"location: bangi lama,bandar seri putra(transportation insyallah boleh deal) Contact:(ayu); (FB Sri rahayu : email: Cat's characteristic or special needs if there is any: sangat manja dan akan datang kalau panggil dia. Reason for finding a new home: oyien ni stray cat di tempat kerja saya yg saya selalu feed.harap oyien dpt tmpt tinggal yg lebih baik",96d7ed5de-2.jpg,Domestic_Short_Hair,False
Dog,4.0,Male,Black,Yellow,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,"4 month old BamBam is sweet and loving boy grew up with a foster family. BamBam is now ready to look for a permanent loving home of his own. He is healthy, vaccinated and neutered. Just like most puppies, may expect some nibbling habits as his is now teething, this can be solved by giving him some ""proper toys/bones"" to chew on. Looking for a caring owner, BamBam will definitely win your heart. If you believe you can give BamBam his home, please whatsapp / contact ",221cc9a2b-2.jpg,Mixed_Breed,True
Cat,4.0,Female,Black,Yellow,White,Medium,Yes,No,Yes,No,Healthy,0.0,"Rescued by my daughter at our condo parking lot, hungry and weak. She has been living with us for about 3 weeks,well fed, has been de-wormed and treated with Frontline flea spray. Please adopt her as she can bring happiness and warmth to your home.",71be09737-4.jpg,Domestic_Short_Hair,False
Dog,5.0,Male,Brown,Yellow,Cream,Medium,No,Yes,Yes,No,Healthy,0.0,"Rescued from a monsoon drain in Cheras area, very good guard dog personality.",cab545282-1.jpg,Mixed_Breed,False
Dog,4.0,Female,Brown,Unknown,Unknown,Medium,Yes,No,No,No,Healthy,0.0,This is the female pup a rescuer had rescued from Farlim. She could not the puppy she stays in an apartment and the management is already making noise. The puppy is small in size and would not grow to be too big. Please help the puppy find a good home. Interested adopter may contact (Siaw Ching) for more details.,184a51562-1.jpg,Mixed_Breed,True
Cat,10.0,Male,Black,White,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,"I save him at pasar pagi amost a year,now he is adorable and healthy ,need a home sweet home.HE IS CUTE.",063d8c58b-9.jpg,Domestic_Short_Hair,False
Dog,24.0,Male,Black,Brown,White,Medium,Unknown,Yes,Yes,Yes,Healthy,0.0,There is no adoption fees but whoever who would like to adopt him have to bare the neutering and vaccination fees and of course provide him with a good home.,c9d8b22d0-1.jpg,Shih_Tzu,True
Cat,2.0,Female,White,Unknown,Unknown,Small,Yes,No,No,No,Healthy,0.0,"Female white kitten with blue eyes and beigey ears and tail. Abandoned by mother at my backyard. A frisky little one who loves to play with lightweight things - foam sponge balls, ping-pong, bubble wrap etc. Enjoys both fresh and dry food. Toilet trained. I do bathe her and use flea medicine. She's an adorable dear, lies at your feet when hungry and may nibble your toes. I'm heartbroken to give her up but I doubt that I can afford quality and necessary care plus I have asthmatic allergies. I'm not expecting any payment but I hope she can be taken into a nice home and showered with love. If possible, neuter/spay her when the time comes. I'm also willing to pass on the items/tools/catfood I currently have to the next owner. As long as you're willing to take up the responsibility of a new furry companion :)",2208d2be1-1.jpg,Domestic_Short_Hair,True
Dog,3.0,Male,Brown,White,Unknown,Medium,Yes,No,Yes,No,Minor Injury,0.0,"A group of veterinary students has found this injured puppy from UPNM and currently taking care of him. Whitey was found with multiple maggot wounds, emaciated and was infested with flea. After 2 weeks of nursing care and wound cleaning, whitey has transformed into a happy and active puppy. We sincerely hope to get an adopter who is willing to take care of Whitey as he still need daily wound cleaning in order for his wound to heal completely.",02126e289-3.jpg,Mixed_Breed,True
Dog,4.0,Female,Black,Cream,Unknown,Medium,No,Yes,Yes,No,Healthy,0.0,V beautiful and lovely puppy wth a smiling face looking for a forever home. Commitment to spay is compulsory. If u are interested to adopt pls contact Amy,fff24fcb5-2.jpg,Labrador_Retriever,True
Dog,2.0,Female,Black,Brown,Unknown,Medium,Yes,Unknown,Unknown,Unknown,Healthy,0.0,This lovely puppy was rescued from the streets. She almost got knock down by a car. She is up for adoption and she needs a lovely place called home. Please contact John if interested to adopt or email via thanks,38a780df6-2.jpg,Mixed_Breed,True
Cat,6.0,Male,Black,White,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0, McD. Loving & docile. Gives kisses. Manja. She will make you fall in love with her sweet nature. Vaccinated & spayed.,cf17492c7-5.jpg,Oriental_Short_Hair,True
Dog,2.0,Male,Brown,White,Unknown,Medium,No,Yes,Yes,No,Healthy,0.0,a male puppy throw to house,624fadbd4-1.jpg,Mixed_Breed,False
Dog,2.0,Female,Black,Gray,White,Medium,Unknown,Yes,Yes,No,Healthy,0.0,"Baby is a very loving puppy. She loves companionship and loves to follow people around. She likes to 'welcome' people with her hands. She has very nice spots on her and her fur is very soft, long, and fluffy. Lester Jenny Will you adopt her? ================================================== Adopters are required to vaccinate and neuter them. ==================================================",563854d72-1.jpg,Mixed_Breed,True
Dog,16.0,Female,White,Unknown,Unknown,Medium,No,Yes,Yes,No,Healthy,300.0,"Purebreed Japanese Spitz active, playful, healthy Adoption fee Rm Anything you want to ask just call me at Mr Leo",85c65d28b-5.jpg,Spitz,True
Dog,2.0,Female,Black,Brown,White,Medium,Yes,Yes,Yes,No,Healthy,0.0,"We found these two puppies in our neighbourhood, beside the main road, looking for food to eat. We were told by a resident that the puppies were dumped because they were females and they've been there for few days. They look like Beagles and we suspect that their mother must be someone's unspayed Beagle that ran out during heat and got pregnant. To all dog's owner or you have a neighbour own a female dog, please let them know about this: Female dog could be spayed and only cost you as cheap as RM for spaying. You don't have to be afraid they get heat, menstruation, or even pregnant anymore. Please help to share and find a good home for these puppies. Their temporary name: Philo & Sophy, 2 months old, have got their 1st vaccine on 13 Nov , dewormed, healthy and free from ticks/fleas. ""Philosophy will clip an angel's wing"" ~ John Keats.",68f3cfdcb-4.jpg,Mixed_Breed,True
Cat,2.0,Female,Black,Brown,White,Medium,Yes,No,Yes,Unknown,Healthy,0.0,"DIK ACER ada abang. Diorang berdua ditinggalkan si ibu yg dh tak mahu jaga. Stray di kedai makan. Tanpa arah tuju ACER & Abg cari makan dengan mengemis dari orang ramai. Waktu saya jumpa, ACER & abg dalam keadaan kurus kering. Comot, kotor, busuk, berkurap serta ada parut dan luka luka kecil. Sekarang dah elok. Bebas dari kurap & hama. Aktif bermain. ACER ni susah nak ambik gambar dia. Kalau dia tau nak amik gambar, kepala dia goyang goyangkan. Habis blur je. Gambar yang ada waktu dia leka bermain dengan yang lain. Pada sesiapa yang berminat untuk adopt DIK ACER ni, bole hubungi saya melaui call/sms/whatsapp shj, Pada bakal keluarga angkat DIK ACER, saya mohon agar bila dia cukup usia nanti hantar la dia untuk di kembirikan ye. Jangan sia siakan hidup dia.",2edfe6ec8-2.jpg,Domestic_Short_Hair,False
Dog,1.0,Male,Black,Brown,Unknown,Medium,Yes,No,Yes,No,Healthy,0.0,"Adopters must vaccinate,spay and keep him indoors/fenced. Call/whatsapp: Address: ONE PETZ 2-1-20 ONE SQUARE, TINGKAT MAHSURI 1, BAYAN LEPAS, PENANG.",72e093c41-3.jpg,Mixed_Breed,True
Cat,10.0,Female,Brown,Unknown,Unknown,Medium,Yes,No,No,No,Healthy,0.0,"I found Brownie at my office area, so I brought her home. She is very manja and friendly. She is mixed of Siamese and Black cat that made her a Havana Brown. I decided to give her up for adoption since I already have 10 cats at home, I really need anyone who can concentrate of taking care of her :) I will not entertain cat breeder.",76d876216-2.jpg,Havana,True
Cat,18.0,Male,Black,Unknown,Unknown,Large,Yes,Yes,Yes,No,Healthy,0.0,"Pishi is look like black panther, very intelligent and so playful. We found it 1.5 years ago when he was small kitten and lost his mother. He has been brought up in our apartment and is very healthy. Since we are going to leave country, we looking for safe home for him.",cd565b4f7-4.jpg,Domestic_Short_Hair,False
Dog,3.0,Male,Black,Brown,Unknown,Medium,Yes,Unknown,Unknown,No,Healthy,0.0,Lovely puppy looking for a home sweet home. If u are interested to adopt. Pls contact Rachel,b09fa9385-1.jpg,Yellow_Labrador_Retriever,False
Cat,4.0,Male,Brown,Unknown,Unknown,Medium,Yes,Yes,Yes,No,Serious Injury,0.0,"This is Sandy. He's a handsome boy with a leg injury; he's now receiving treatment. I hope to find him a good home, he's very sweet and friendly. Please call me at or Location: Puchong",9b6b350c8-1.jpg,Domestic_Short_Hair,False
Dog,4.0,Male,Cream,White,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,"Scotty was found in my residential area with a large bell collar but we cant find his owner. One ear is standing and the other droops. He is a very sweet boy, loves being with people and hates being caged up. Knows how to sit and loves to ride in the car. Looking for a home with lots of love.",eda2151fa-4.jpg,Terrier,True
Cat,4.0,Male,Yellow,White,Unknown,Small,Yes,No,No,No,Minor Injury,0.0,"He is adorable n homeless cat. Skinny, n the leg got a minor injured. The 1st day in the house is voiceless. But after an shower, with some food and a shelter. Now he is looking good n healthy. Hope got some one to adopt n care about him.",ec5aeb98a-3.jpg,Domestic_Short_Hair,True
Dog,4.0,Male,Black,Brown,Unknown,Medium,Yes,Unknown,Unknown,No,Healthy,0.0,"Puppy boy estimate 3-4mths old found at Taman Orkid Desa, Taman Connaught with a purple patches collar + red bone tag and bell. Friendly, adorable and very manja. Please help to share to locate his owner or for adoption. Please please please. You may contact me at Update: Manage to capture a clearer pics of the cute puppy, but found that his hind leg injured.",c2fc23444-1.jpg,Mixed_Breed,False
Dog,4.0,Male,Black,Brown,Golden,Small,No,Yes,Yes,No,Healthy,100.0,Not spayed due to age. Contact for further details.,5e54f4e06-3.jpg,Mixed_Breed,False
Dog,4.0,Male,Yellow,Unknown,Unknown,Small,Yes,Yes,Yes,Unknown,Healthy,0.0,About The Pet pls help to adopt may contact me bcoz we stay at apartment cant keep too many dogs. This 2 pitty diggies i take from the dusbin area. Hope can rehome to a pet lover......,1ef4df30d-1.jpg,Mixed_Breed,False
Cat,4.0,Male,Golden,Unknown,Unknown,Small,No,No,No,No,Healthy,0.0,"He is Orange, cute and naughty...",7314cb848-1.jpg,Domestic_Medium_Hair,True
Cat,5.0,Female,Black,Unknown,Unknown,Small,Yes,Yes,Yes,No,Healthy,100.0,"Found as a tiny kitten of 1 1/2 yrs, now dewormed and finished 1st vaccine. Very very friendly and attachable. Every cat lovers will adore her, but we live in non-pet residence and must let her go. is for the deworm and toilet house.",409d5bc3d-2.jpg,Domestic_Short_Hair,False
Dog,1.0,Male,Black,Unknown,Unknown,Medium,Yes,No,No,No,Healthy,0.0,"This is Ash, an 1 month old mix breed. He is looking for an experienced dog owner who can assist in his training and provide him with love and support. This puppy is super friendly, extremely gentle, bursting with energy! Like any puppies he needs lots of exercise, play time, and wee-wee time too (since they are pups they pee a lot right after they awake from nap or sleep). Ash need a new home which is committed to providing him lots of love and attention. A home visit will be conducted before they are released to their new family, and a follow up visit a month after adoption. Terms & Conditions for Adoption 1. Kept indoors and outdoor as he is a puppy 2. Must not be kenned unnecessarily 3. Must be given good food and access to clean water 4. Must be given medical care - vaccinations and the spaying/neutering (When they are at the right age) 5. Must be given lots of love and attention 6. Home visits will be conducted after adoption by appointment. Please Whatsapp or message my caretaker Anty Cindy at. Thank you.",13d30c173-1.jpg,Mixed_Breed,False
Dog,2.0,Female,Black,Brown,Unknown,Medium,Yes,Unknown,Yes,No,Healthy,0.0,If interested in adopting please contact Jocelyn at,17066185d-4.jpg,Mixed_Breed,True
Cat,2.0,Male,Black,Gray,White,Medium,Yes,No,No,No,Healthy,10.0,"I brought it home from seksyen 17 Pj, the mother has delivered 6 kittens and i brought it home 3.",03f65bdd3-1.jpg,Domestic_Short_Hair,True
Cat,12.0,Male,Brown,Gray,White,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,"Adopted when he was a baby, ringo has been with me for 10 months. He is a very sweet and smart cat that loves attention, well trained (recognizes his name and come when you call him, knows few tricks...), he never scratched someone (can be put with children), very sociable. He just hates beeing left alone for too long. He is adorable but unfortunately i have to leave Malaysia in a few months and i can't bring him with me. I am looking for a new loving family that will take good care of him, and that will never leave him on the side of the road. Location: Kuala lumpur, Bangsar",76495d7f4-2.jpg,Domestic_Short_Hair,False
Dog,1.0,Female,Brown,Cream,White,Medium,Yes,No,No,No,Healthy,0.0,"A pitiful female pup was found in minor injury among the group of pupps car park. Maybe God is looking upon him & I sent him to vet promptly & now the wound is almost healed, under tender care of a fosterer. Unfortunately, the group of pupps is disappeared, which means just left this poor little pup. Hoping that theres a kind mummy / daddy who will shower her with abundance of love, give her a forever home.",9b344389b-4.jpg,Mixed_Breed,False
Dog,3.0,Female,Golden,White,Unknown,Medium,Yes,Yes,Yes,Unknown,Healthy,0.0,She is being care for by a kind uncle but selfish people around that area want to call council. Please anyone out there need an intelligent..lovely and obedient dog that will promise to give you her love and protection to you and your family. She is so unique with all white but Gold head Please give this beautiful pup a chance to live and cherish your life,b833f9624-6.jpg,Mixed_Breed,False
Cat,2.0,Female,Black,White,Unknown,Small,No,No,Yes,No,Healthy,0.0,pls give me one home,f0fde0412-1.jpg,Domestic_Medium_Hair,False
Cat,36.0,Male,Brown,Cream,White,Medium,Unknown,Unknown,Unknown,No,Healthy,0.0,"How he was found: Bobby was abandoned and was roaming around our neighbourhood one rainy afternoon - all the kids were mad happy upon his arrival. People played with him, but, as night came and heavy rain poured in, all the doors were shut and nobody let the dog in. He was begging for shelter from house to house. Bobby's conditions (health, behaviour, friendliness & etc.): Bobby is a friendly dog who enjoys being petted and brushed. He is also very playful and he requires being taken out for a walk everyday. When we first found him, his health was at a very bad stake. He smelled bad and his fur all matted. He had sensitive stomach - he suffered from diarrhoea during the first week and couldn't digest kibbles. We fed him boiled chicken/liver and very soft rice for a fortnight and now he can eat anything (healthy for a dog). I trimmed his fur the first week and brush him on a daily basis. Now he looks as charming as the ones at a dog show. We noted several behavioural problems caused by the previous owner. In other words, Bobby's owner had abused him and kicked him out of the house. Several issues were observed, e.g. Bobby is shit scared of broom stick and he shows aggression as we wear slippers in front of him (was beaten by the previous owner with broom stick/kicked with shoes on). He doesn't trust strangers (especially adults); but with patience and obedience training and a lot of treats (what we did), now he jumps around us shaking his tail happily all the time. Why we couldn't let him stay We are a cat-lover family and we currently have 2 cats at our household (more are coming). As much as I love Bobby and try to help him, my cats show strong objections and disagreements against having a dog in our house. In the end of the day, I believe Bobby deserves a better/more experienced dog owner. Terms and conditions: There is no adoption fee and no money involved. You could take him to your home as long as you agree to/that - 1. Take him out for (at least) a walk everyday 2. Brush him on a daily basis, otherwise Bobby would have a matted fur 3. Strictly NO punishment in any form. You can correct him if he does anything wrong, but - you have to understand that he was abused by his previous owner and doesn't trust human a bit, therefore he regards punishment, aggression and violence differently - so, no punishment. What we do is that when he does something right, we give him treats and praise him (a little bit of drama and exaggeration involved); when he does something that we don't like, we show him that we don't like it and ignore him for a while. He wants to please you, so he will do anything if it makes you happy and avoid letting you down. For more details, kindly give me a call at during daytime.",6c399cb06-2.jpg,Shih_Tzu,True
Dog,3.0,Male,Brown,Unknown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,"Scratchy is the 2nd last from 10 siblings. He's healthy, housebreak, and playful. He is shy to a stranger but very spoil to his master. He's so lovely",c63dc4adb-1.jpg,Mixed_Breed,True
Dog,3.0,Female,Brown,White,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,"Minnie is only about 3 months old & her lower body & hind limbs are wasted. Unlike Max, she is so young & her forelimbs are not strong enough to give that push like Max, she has to push herself forward for far. Minnie will be seeing Dr Yeoh at the earliest. She was to be put down but Dr. Bun held on. Unlike Max who has Kim, Minnie is hanging on in the clinic.We understand her rescuer has kindly offered to sponsor her rehabilitation & support. The Team will see to all Minnie's need but she NEEDS A MUM. Otherwise, she will just be maintained alive. Her fur is soft. Not only are her eyes soft; they are TOO SOULFUL for a 3 MONTH OLD. Could anyone love her please. Kindly contact Jackie at if anyone could look after her & give her loves that she deserve. Thank you! Update: Minnie is still with us here.",f522ad8d4-5.jpg,Mixed_Breed,False
Dog,3.0,Female,Brown,Yellow,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,"Kikopup is a very lively, happy, cheeky, farnie puppy that is so adorable it melts your heart just looking at her! * There is no adoption fee. However a neutering deposit of RM is required.",cad25c91b-21.jpg,Mixed_Breed,False
Cat,2.0,Female,Brown,Cream,Unknown,Medium,No,No,Yes,No,Healthy,0.0,"Nama: Gebuk (Betina)- Adik beradik dengan Gebu (Jantan) Breed: DSH x DMH Ubat Cacing: diberikan 2 kali Warna: Seperti gambar Jantina: Betina Makan: IAM'S Kitten & Blackwood Kitten Nota: Diselamat dan diambil daripada seorang makcik yang tidak dapat menjaga kucing-kucing dia dengan baik. Dia cuba buang kucing ini di beberapa tempat dan telah buang beberapa kucing lain di berapa tempat tempat lain. Saya minta kucing ini untuk foster dan bantu dapatkan adopter dan mereka yang berminat untuk membela mereka. Saya ambil 4 ekor kucing daripada makcik tersebut yang mana masa tersebut amat kelaparan dan tidak lagi makan untuk hari berkenaan. Bau kucing2 itu amat hancing dan busuk dan ambil masa untuk mandikan kucing berkenaan. Setelah 2-3 kali mandi, alhamdullilah mereka telah bersih dan harum amat. Beberapa vitamin dan makanan berzat seperti Blackwood Kitten dan IAMS Kitten diberikan kepada mereka semua. Mereka telah berisi dan amat aktif.",015da9e87-2.jpg,Domestic_Medium_Hair,True
Dog,84.0,Female,Brown,Unknown,Unknown,Large,No,Yes,Yes,Yes,Minor Injury,0.0,Buttercup's the name of my dog and a female one too. I have till Monday .10. to find her a temporary home as I can't send her back to my parent home due to flies season now and it would effect her. If anyone love dogs and staying with PJ area who wont mind me putting her there till buttercup gets well...so would be easier for me to come bath and apply her dressing. That's what doc recommend me to do. Till i find her a new home. I will pay for her food too. If anyone out there is reading this and don't mind having buttercup please do contact me at -. would really appreciate... thanks,610246129-1.jpg,Flat-coated_Retriever,False
Dog,2.0,Female,Brown,Unknown,Unknown,Medium,Yes,No,No,No,Healthy,0.0,"Kopi was found near my office together with her sisters. She is a very cute, adorable, and respond to the human voice. We are trying to look for her a lovely home. Anyone who wish to give Kopi a home and love, please email to:  ,com or add me to your Msger or MSN Tell us you name, place, and whether u agree the terms and condition which listed below. Terms and Condition: The person who want to adopt the dog 1) Have to stay in ""pet allowed"" property. 2) Apply license for the dog and renew the license annually. 3) Have to bring the dog for vaccination. 4) Have to do heartworm prevention and deworming. 5) Have to neuter the dog.",2edce7d92-5.jpg,Mixed_Breed,True
Dog,11.0,Female,Golden,Unknown,Unknown,Medium,No,Yes,Yes,Yes,Healthy,0.0,Libby is mixed cocker and retriever. Beautiful. .intelligent and obedient,8b9739cef-2.jpg,Mixed_Breed,True
Cat,1.0,Female,Black,White,Unknown,Medium,No,No,No,No,Healthy,50.0,"Domestic medium hair kitten looking for new home. She is Panda Girl 1, which rescued by Lisa from Rawang. She is about 1.5 months old now. She has black & white fur on her body. All her fur is very thick & fluffy that makes her looks like a Persian. She has white chest & beautiful grey eyes. She has a straight & fluffy tail too. She is healthy, active, curious & playful. She is feeding on wet food (canned fish). She is under toilet training now (potty) & ready to go at anytime. *RM 50 adoption fee would be paid to Cat Charity Club (CCC) for rescuing stray cats. *Another RM neutering / spaying deposit would be fully refundable once the surgery is done. Anyone interested, please call .",ce9332934-6.jpg,Domestic_Medium_Hair,True
Dog,72.0,Female,White,Unknown,Unknown,Medium,No,Yes,Yes,No,Healthy,0.0,"""Girl"" was found on 1.9. by her rescuers in USJ 13 and remains unclaimed despite heroic efforts to locate her original owner. Breed - Mix Spitz Colour - White Gender - Female Age - Above 6 yrs old Medical history: X-ray and heartworm tests done -- no signs of injury or illness. Dewormed, vaccinated and put on heartworm prevention medication. To be spayed in 2 weeks after vaccination period is over. She is well-trained, well-behaved, very intelligent, extremely approachable and very affectionate and loving. Her energy is very good, rarely barks and very calm with other dogs and people. No adoption fee, but a donation would be welcome as a lot has been spent on vet fees. To adopt, please contact her RESCUER: Yen: (Please text first before calling)",d7d1cf92c-3.jpg,Spitz,True
Dog,1.0,Female,Black,Golden,Unknown,Medium,No,No,No,No,Healthy,0.0,"Month old male puppies (4 of them) needs a warm loving home. Their mother wandered into our backyard and gave birth. We cant keep all so need to seek out other pet lovers to adopt. They are very active, cute, adorable and lovable. Our heart sinks at the thought of abandoning them. So please call.",3cc84c2f8-2.jpg,Mixed_Breed,True
Dog,2.0,Female,Black,Brown,Unknown,Medium,Yes,No,No,No,Healthy,0.0,Female-3mths+ healthy and playful. she can eat dry food and rice. need to find an animal lover to give her a sweet home.,d50e11ec5-2.jpg,Mixed_Breed,False
Cat,4.0,Female,Gray,Unknown,Unknown,Medium,Unknown,No,Yes,No,Healthy,0.0,"she has been adopted by a loving family already, thanks to petfinder.",fc7706b56-3.jpg,Balinese,True
Cat,7.0,Female,Cream,White,Unknown,Small,Yes,Yes,Yes,Yes,Healthy,30.0,"Shy female white kitten, cream colour ears and cream colored long tail.",e63e3eba8-4.jpg,Domestic_Short_Hair,False
Dog,2.0,Female,Cream,White,Unknown,Medium,No,No,Yes,No,Healthy,0.0,"2 months old female...Adopters must vaccinate,spay and keep puppy indoors/fenced. Interested call me at:/ Address: One Petz 2-1-20 one square, Tingkat mahsuri 1, Bayan lepas, Penang.",bad8f7276-3.jpg,Mixed_Breed,True
Cat,12.0,Male,Brown,White,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,"Ginger is a obedient and gentle cat. He experienced flea allergy and his fur were keep dropping and made us no choice to shave his fur. Right now he is recovering, his ginger colour fur grow back nicely and waiting for a new home. Do not worry about how to bathe Ginger as he enjoys bathing and drying using hair dryer without any struggling~ Litter-trained, full vaccination and castrated. Please give him a new and forever home. If you are interested to adopt him, contact me at.",98bcfde91-4.jpg,Domestic_Short_Hair,True
Dog,60.0,Male,White,Unknown,Unknown,Small,No,Unknown,Unknown,Unknown,Healthy,0.0,"Very friendly, recently groomed as the fur is all tangled up. Looking for a kind and caring owner.",5a3c85e3c-4.jpg,Mixed_Breed,True
