"","age","c_charge_degree","race","age_cat","score_text","sex","priors_count","days_b_screening_arrest","decile_score","is_recid","two_year_recid","c_jail_in","c_jail_out"
"4659",39,"F","Caucasian","25 - 45","Low","Female",3,-1,3,0,0,"2013-04-11 11:29:38","2013-04-12 12:46:49"
"4660",21,"F","Hispanic","Less than 25","High","Male",1,-1,8,1,1,"2013-09-21 09:01:29","2013-11-15 09:37:13"
"4661",26,"F","Caucasian","25 - 45","Medium","Female",2,0,6,1,1,"2013-02-07 02:12:15","2013-03-12 02:45:13"
"4662",26,"F","African-American","25 - 45","High","Male",10,-1,9,1,1,"2014-06-25 06:52:09","2014-06-26 09:02:39"
"4663",28,"M","African-American","25 - 45","Medium","Male",8,-1,6,1,1,"2014-06-24 09:58:04","2014-06-25 08:17:37"
"4664",21,"M","Caucasian","Less than 25","Medium","Female",3,-1,7,1,1,"2013-05-15 08:46:36","2013-05-16 08:50:20"
"4665",37,"F","African-American","25 - 45","Medium","Male",8,-1,5,1,0,"2013-01-13 05:05:40","2013-01-27 09:09:14"
"4666",22,"F","African-American","Less than 25","High","Male",12,0,10,1,1,"2014-10-06 02:59:38","2014-11-10 09:14:48"
"4667",28,"F","African-American","25 - 45","High","Male",12,-1,10,1,1,"2013-03-19 04:16:36","2013-06-03 10:48:27"
"4668",56,"M","Caucasian","Greater than 45","Low","Female",0,-1,1,0,0,"2014-01-16 07:55:33","2014-01-17 01:26:59"
"4669",30,"F","Caucasian","25 - 45","Low","Male",0,-1,2,0,0,"2014-01-27 01:38:16","2014-01-27 06:54:27"
"4670",27,"F","African-American","25 - 45","Low","Male",2,-1,4,0,0,"2013-09-08 08:07:45","2013-09-11 08:26:49"
"4671",29,"F","Other","25 - 45","Low","Male",0,-1,2,0,0,"2013-02-04 10:30:41","2013-02-06 08:54:44"
"4672",27,"F","Caucasian","25 - 45","High","Female",6,-1,10,0,0,"2013-09-25 04:05:03","2013-09-26 08:46:37"
"4673",43,"M","African-American","25 - 45","High","Male",15,-1,9,1,1,"2013-05-17 09:20:47","2013-05-18 07:39:32"
"4674",53,"F","African-American","Greater than 45","Medium","Female",5,-1,6,0,0,"2014-02-03 06:26:31","2014-02-05 01:44:53"
"4675",27,"F","African-American","25 - 45","Medium","Male",6,-1,7,1,1,"2013-08-06 11:10:26","2013-08-07 08:38:20"
"4676",26,"M","African-American","25 - 45","Medium","Male",6,-8,5,0,0,"2013-10-15 07:14:52","2013-10-17 05:10:33"
"4677",24,"F","Caucasian","Less than 25","Medium","Female",1,-1,6,0,0,"2013-01-06 06:05:41","2013-01-07 01:30:24"
"4678",30,"F","African-American","25 - 45","Medium","Male",0,0,6,0,0,"2013-10-25 03:07:46","2013-10-25 07:52:05"
"4679",56,"F","Other","Greater than 45","Low","Male",6,-1,2,1,1,"2014-04-11 06:18:15","2014-04-13 05:08:38"
"4680",26,"F","African-American","25 - 45","High","Male",4,-1,9,1,0,"2013-01-21 11:29:04","2013-01-22 09:38:34"
"4681",24,"M","African-American","Less than 25","Medium","Male",3,0,6,1,1,"2014-07-18 02:10:30","2014-07-18 08:24:14"
"4682",30,"M","Hispanic","25 - 45","Low","Male",6,-10,3,1,1,"2013-03-22 11:19:03","2013-03-23 10:25:44"
"4683",54,"F","African-American","Greater than 45","Low","Male",4,-1,1,0,0,"2013-05-05 04:15:11","2013-05-07 03:53:33"
"4684",23,"F","Hispanic","Less than 25","Medium","Male",0,0,5,1,1,"2014-12-15 05:40:47","2014-12-16 01:34:39"
"4685",25,"F","Other","25 - 45","Low","Male",1,-1,4,1,1,"2014-07-13 06:53:47","2014-09-19 07:37:16"
"4686",36,"F","African-American","25 - 45","High","Female",13,-1,9,1,1,"2014-06-12 01:49:23","2014-07-15 08:37:41"
"4687",21,"F","African-American","Less than 25","High","Male",1,0,10,1,1,"2013-02-20 04:11:03","2013-02-21 02:12:04"
"4688",26,"F","Caucasian","25 - 45","Medium","Male",10,-1,5,1,1,"2014-10-13 07:48:15","2014-10-14 11:10:36"
"4689",26,"M","Caucasian","25 - 45","High","Male",10,0,8,1,1,"2014-10-04 06:08:11","2014-10-05 02:46:08"
"4690",45,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-05-28 12:08:40","2013-05-29 02:13:09"
"4691",47,"M","Caucasian","Greater than 45","Medium","Male",1,-1,5,0,0,"2013-11-12 11:13:35","2013-11-13 01:03:30"
"4692",31,"F","African-American","25 - 45","Low","Male",2,-1,1,0,0,"2013-05-16 11:28:32","2013-05-18 04:21:53"
"4693",21,"F","African-American","Less than 25","Medium","Male",0,-1,7,1,1,"2013-11-15 07:20:43","2013-11-17 02:45:00"
"4694",28,"M","African-American","25 - 45","Low","Female",1,-1,4,1,1,"2013-09-30 10:41:28","2013-10-01 07:40:06"
"4695",29,"F","Caucasian","25 - 45","High","Male",9,-1,8,1,1,"2013-04-02 08:03:59","2013-04-04 05:15:36"
"4696",28,"F","African-American","25 - 45","Low","Male",2,-1,4,0,0,"2013-12-16 10:24:07","2013-12-17 01:08:11"
"4697",25,"M","Caucasian","25 - 45","Low","Female",1,-2,4,1,1,"2013-07-27 02:28:39","2013-07-28 02:02:11"
"4698",22,"F","African-American","Less than 25","Low","Male",0,-1,3,1,1,"2013-02-11 06:17:17","2013-02-12 08:09:43"
"4699",21,"F","African-American","Less than 25","Medium","Female",0,-1,6,0,0,"2013-10-09 09:17:03","2013-10-10 08:01:27"
"4700",48,"F","Caucasian","Greater than 45","High","Male",0,-1,8,1,1,"2013-02-10 08:35:46","2013-04-19 10:22:54"
"4701",25,"F","African-American","25 - 45","High","Male",4,-1,9,1,1,"2014-02-26 05:42:51","2014-08-15 03:57:35"
"4702",37,"F","African-American","25 - 45","Medium","Male",7,-1,7,0,0,"2013-10-16 02:11:36","2013-10-17 07:39:15"
"4703",31,"F","Caucasian","25 - 45","Medium","Male",5,0,6,1,1,"2013-03-04 01:27:32","2013-03-04 08:33:14"
"4704",56,"M","Other","Greater than 45","Low","Male",0,-1,1,0,0,"2013-12-17 08:41:27","2013-12-24 10:49:15"
"4705",24,"M","African-American","Less than 25","Low","Male",0,-1,3,0,0,"2013-04-19 07:16:54","2013-04-20 07:45:15"
"4706",30,"F","African-American","25 - 45","High","Male",15,-1,10,1,1,"2013-03-06 07:32:57","2013-06-08 07:25:08"
"4707",47,"M","Caucasian","Greater than 45","Low","Male",5,-1,2,0,0,"2013-04-01 10:51:38","2013-04-06 07:54:08"
"4708",66,"M","Caucasian","Greater than 45","Low","Male",2,-1,3,0,0,"2013-04-03 11:44:55","2013-05-30 08:03:33"
"4709",51,"F","African-American","Greater than 45","High","Male",21,-1,8,1,1,"2013-03-18 03:54:57","2014-06-10 06:16:29"
"4710",76,"F","Asian","Greater than 45","Low","Male",0,-2,1,0,0,"2013-10-02 12:20:37","2013-10-04 12:06:04"
"4711",28,"F","Caucasian","25 - 45","Medium","Female",3,0,6,1,1,"2013-05-22 02:14:08","2013-05-22 07:31:59"
"4712",35,"M","African-American","25 - 45","Low","Male",1,0,4,0,0,"2013-05-05 01:29:39","2013-05-06 07:57:31"
"4713",44,"F","Other","25 - 45","Low","Male",6,-1,1,1,1,"2013-10-23 11:26:35","2013-10-26 03:38:57"
"4714",38,"F","Hispanic","25 - 45","Medium","Male",7,-1,7,1,1,"2013-01-08 03:12:14","2013-01-09 07:07:52"
"4715",24,"F","African-American","Less than 25","Medium","Male",0,-1,5,0,0,"2013-09-04 07:48:04","2013-09-06 08:35:11"
"4716",36,"F","Caucasian","25 - 45","Low","Male",0,-1,3,0,0,"2013-02-21 09:36:26","2013-02-22 07:13:08"
"4717",20,"F","Hispanic","Less than 25","Medium","Male",0,-1,6,1,1,"2014-11-21 04:19:03","2014-12-16 09:09:48"
"4718",21,"F","African-American","Less than 25","Low","Male",0,-2,3,1,1,"2013-07-06 11:29:26","2013-07-07 07:24:04"
"4719",27,"F","African-American","25 - 45","High","Male",7,0,10,1,1,"2013-10-30 12:35:19","2013-12-04 01:03:57"
"4720",28,"F","African-American","25 - 45","High","Male",18,0,9,1,1,"2014-09-15 05:14:37","2014-09-15 12:49:46"
"4721",52,"M","Hispanic","Greater than 45","Low","Male",0,-1,1,1,1,"2014-03-05 09:38:47","2014-03-06 05:42:23"
"4722",39,"F","Caucasian","25 - 45","High","Male",16,0,9,1,1,"2013-04-16 01:11:08","2013-05-21 06:38:16"
"4723",19,"F","African-American","Less than 25","Low","Male",0,-1,4,1,1,"2014-09-22 08:28:34","2014-09-23 02:17:43"
"4724",40,"F","African-American","25 - 45","Low","Male",2,-1,4,0,0,"2013-02-10 07:02:08","2013-02-11 10:55:14"
"4725",30,"F","Caucasian","25 - 45","High","Male",5,-1,8,1,1,"2013-04-07 10:41:28","2013-04-10 07:27:04"
"4726",28,"F","Caucasian","25 - 45","Low","Male",0,-1,3,1,1,"2014-11-13 11:57:15","2014-11-14 01:49:54"
"4727",27,"M","Caucasian","25 - 45","Low","Male",0,-1,2,0,0,"2013-10-05 12:18:21","2013-10-07 08:17:22"
"4728",23,"F","Hispanic","Less than 25","Medium","Male",3,0,7,1,1,"2013-02-13 02:30:53","2013-02-16 08:31:34"
"4729",25,"F","African-American","25 - 45","Medium","Male",7,-1,6,0,0,"2013-09-25 01:18:58","2013-10-13 04:17:21"
"4730",24,"F","African-American","Less than 25","Low","Female",0,-2,3,0,0,"2013-07-24 10:44:57","2013-07-25 08:44:12"
"4731",44,"F","Caucasian","25 - 45","Medium","Male",0,-1,7,0,0,"2013-04-16 04:51:29","2013-04-20 05:57:46"
"4732",44,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0,"2013-10-19 10:50:50","2013-10-20 02:20:06"
"4733",23,"M","African-American","Less than 25","Medium","Female",0,0,7,0,0,"2013-11-26 03:42:42","2013-11-27 01:18:05"
"4734",31,"F","Caucasian","25 - 45","High","Female",2,-1,8,1,1,"2014-05-03 05:18:43","2014-05-04 08:13:29"
"4735",27,"F","African-American","25 - 45","Low","Male",0,0,2,0,0,"2013-03-10 12:16:08","2013-03-10 07:11:00"
"4736",26,"F","Caucasian","25 - 45","High","Female",1,-1,8,1,1,"2013-01-23 02:18:57","2013-01-23 09:23:04"
"4737",57,"M","African-American","Greater than 45","Medium","Male",16,0,5,1,1,"2014-06-01 02:19:30","2014-06-13 05:48:59"
"4738",55,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-02-19 09:53:34","2013-02-20 06:33:27"
"4739",36,"F","Caucasian","25 - 45","Medium","Female",7,-1,6,1,1,"2013-04-27 01:39:04","2013-05-04 05:37:11"
"4740",30,"M","African-American","25 - 45","High","Male",18,0,9,1,1,"2014-05-14 01:36:38","2014-05-15 04:54:01"
"4741",34,"F","African-American","25 - 45","High","Male",0,-1,8,1,1,"2014-09-26 02:13:08","2014-10-29 10:16:27"
"4742",24,"F","African-American","Less than 25","Low","Male",1,-1,2,0,0,"2013-10-07 09:18:48","2013-10-08 02:16:44"
"4743",21,"F","Other","Less than 25","Medium","Male",0,-1,5,1,1,"2013-10-31 01:35:14","2013-11-02 01:53:18"
"4744",42,"F","African-American","25 - 45","Low","Male",7,-1,1,0,0,"2013-12-22 09:32:59","2013-12-23 01:56:25"
"4745",34,"F","Caucasian","25 - 45","High","Female",12,-1,10,1,1,"2014-08-11 04:08:41","2014-08-14 05:26:07"
"4746",30,"M","Hispanic","25 - 45","Low","Male",3,-6,4,0,0,"2014-01-03 05:18:54","2014-01-05 08:02:37"
"4747",40,"F","Caucasian","25 - 45","Low","Male",6,-1,4,0,0,"2013-05-01 09:47:42","2013-05-02 04:48:43"
"4748",30,"F","Other","25 - 45","High","Male",13,-1,9,1,1,"2013-08-06 03:52:47","2013-08-07 08:20:36"
"4749",31,"M","Caucasian","25 - 45","Low","Male",3,0,3,1,1,"2013-03-30 01:04:10","2013-03-30 08:35:32"
"4750",27,"M","Caucasian","25 - 45","Low","Male",1,-1,3,0,0,"2013-05-28 05:17:39","2013-06-28 12:05:32"
"4751",22,"F","Hispanic","Less than 25","Low","Male",0,-1,2,1,1,"2014-06-28 09:31:46","2014-06-29 09:24:34"
"4752",37,"M","African-American","25 - 45","Low","Male",3,-1,3,0,0,"2013-01-27 04:36:41","2013-04-18 02:31:15"
"4753",25,"F","African-American","25 - 45","Low","Male",1,0,2,0,0,"2014-03-11 05:37:31","2014-03-11 08:37:39"
"4754",45,"F","Caucasian","Greater than 45","Low","Male",2,-1,1,0,0,"2014-02-02 08:57:44","2014-02-10 08:22:26"
"4755",22,"F","Hispanic","Less than 25","Low","Male",1,-19,2,1,1,"2014-02-03 11:06:13","2014-02-21 10:12:11"
"4756",31,"F","Caucasian","25 - 45","Medium","Male",1,-3,5,0,0,"2013-08-31 09:04:51","2013-09-01 02:06:30"
"4757",23,"F","African-American","Less than 25","Medium","Male",0,-1,5,0,0,"2013-04-06 09:06:58","2013-04-10 05:44:03"
"4758",21,"F","African-American","Less than 25","Low","Male",0,0,4,0,0,"2014-03-10 04:22:06","2014-03-12 11:18:43"
"4759",28,"M","African-American","25 - 45","Medium","Male",6,-1,5,1,1,"2014-09-21 05:10:54","2014-09-26 09:57:45"
"4760",35,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0,"2013-08-18 11:38:41","2013-08-19 06:55:15"
"4761",29,"F","African-American","25 - 45","Low","Male",4,-1,4,1,1,"2013-11-26 04:45:54","2013-11-28 02:49:13"
"4762",23,"F","African-American","Less than 25","Low","Male",2,-1,4,1,1,"2014-07-12 07:12:05","2014-07-13 07:49:13"
"4763",28,"F","African-American","25 - 45","High","Male",7,-1,10,1,1,"2013-02-14 11:53:15","2013-02-15 07:41:03"
"4764",34,"M","Caucasian","25 - 45","Medium","Female",0,0,7,1,1,"2013-12-22 02:30:37","2013-12-24 05:27:12"
"4765",32,"F","Caucasian","25 - 45","Low","Female",5,-29,2,1,0,"2013-10-20 11:26:38","2013-10-25 01:43:47"
"4766",25,"F","African-American","25 - 45","Low","Male",2,-1,4,0,0,"2013-11-22 08:30:44","2013-11-23 10:09:46"
"4767",34,"F","Caucasian","25 - 45","Medium","Male",15,-1,7,0,0,"2014-02-10 11:36:28","2014-02-11 12:32:43"
"4768",47,"F","African-American","Greater than 45","Low","Male",4,-1,4,1,1,"2014-03-05 12:53:40","2014-03-06 08:44:05"
"4769",30,"F","African-American","25 - 45","Medium","Female",4,-1,5,0,0,"2013-10-19 07:52:55","2013-10-20 08:37:47"
"4770",22,"M","Caucasian","Less than 25","Low","Male",0,-1,3,1,1,"2013-10-19 08:06:27","2013-10-20 02:37:24"
"4771",47,"F","African-American","Greater than 45","High","Female",7,-1,9,1,1,"2014-07-31 07:26:17","2014-08-01 02:08:55"
"4772",37,"F","Caucasian","25 - 45","High","Male",3,-1,8,0,0,"2013-04-07 05:57:47","2013-12-05 05:48:25"
"4773",37,"M","African-American","25 - 45","Medium","Male",8,-1,5,0,0,"2013-02-13 06:27:07","2013-02-14 08:49:30"
"4774",26,"F","African-American","25 - 45","High","Male",7,-1,10,1,1,"2013-09-17 11:57:21","2013-09-20 07:48:48"
"4775",31,"M","Caucasian","25 - 45","Low","Female",0,0,2,0,0,"2013-03-22 12:00:37","2013-03-26 09:46:03"
"4776",20,"F","Caucasian","Less than 25","Low","Male",0,0,3,1,1,"2014-01-26 05:38:03","2014-01-27 01:29:53"
"4777",22,"F","African-American","Less than 25","Medium","Male",0,-1,7,1,1,"2013-01-17 01:22:02","2013-03-08 04:39:17"
"4778",33,"F","African-American","25 - 45","High","Male",14,-1,10,1,1,"2014-06-05 08:04:06","2014-06-07 04:23:25"
"4779",30,"M","African-American","25 - 45","Low","Male",1,-1,2,0,0,"2013-03-18 11:22:54","2013-03-19 06:38:59"
"4780",27,"F","Caucasian","25 - 45","Medium","Male",5,-1,6,1,1,"2013-04-09 03:27:18","2013-04-15 07:43:36"
"4781",24,"M","African-American","Less than 25","High","Male",2,-1,9,1,1,"2014-07-15 03:10:16","2014-07-17 05:54:46"
"4782",20,"M","Other","Less than 25","Low","Female",1,-1,4,0,0,"2014-03-01 08:06:39","2014-03-02 08:12:02"
"4783",29,"M","African-American","25 - 45","Low","Male",0,0,2,0,0,"2013-04-10 04:22:08","2013-04-11 05:07:05"
"4784",24,"F","Caucasian","Less than 25","Low","Male",0,-1,3,0,0,"2014-01-06 04:11:19","2014-01-08 10:45:03"
"4785",36,"F","African-American","25 - 45","Low","Female",1,-1,2,0,0,"2013-12-14 05:59:59","2013-12-15 09:13:09"
"4786",23,"M","African-American","Less than 25","Low","Male",0,-1,3,1,1,"2014-05-21 02:29:44","2014-05-22 01:55:58"
"4787",21,"F","African-American","Less than 25","High","Male",1,0,10,1,1,"2014-07-27 02:11:39","2014-07-28 02:07:59"
"4788",29,"F","African-American","25 - 45","Medium","Male",6,-1,6,1,1,"2014-04-23 02:44:54","2014-04-24 03:44:57"
"4789",25,"F","Hispanic","25 - 45","High","Male",10,-1,9,1,1,"2013-02-17 11:18:59","2013-02-25 07:40:55"
"4790",22,"F","Hispanic","Less than 25","Low","Female",1,-4,4,0,0,"2013-03-21 09:23:27","2013-03-22 08:46:08"
"4791",29,"M","African-American","25 - 45","Medium","Male",4,-1,5,1,0,"2014-01-03 08:50:29","2014-01-04 08:41:19"
"4792",26,"M","African-American","25 - 45","High","Female",0,-6,9,0,0,"2013-09-13 01:13:58","2013-09-19 11:14:04"
"4793",50,"M","Caucasian","Greater than 45","Low","Female",7,-8,1,1,1,"2014-04-15 12:42:16","2014-04-23 10:42:28"
"4794",32,"F","African-American","25 - 45","Low","Male",1,-1,2,0,0,"2013-10-31 10:30:22","2014-02-07 04:46:55"
"4795",45,"F","Hispanic","Greater than 45","Low","Male",0,0,1,0,0,"2014-02-23 02:42:34","2014-02-24 12:17:32"
"4796",30,"F","African-American","25 - 45","Low","Male",1,-1,2,0,0,"2013-10-16 08:02:20","2014-01-08 01:09:58"
"4797",25,"F","African-American","25 - 45","Medium","Male",0,-1,5,0,0,"2013-04-19 08:44:54","2013-04-20 07:40:27"
"4798",44,"F","Caucasian","25 - 45","Medium","Female",10,-1,5,1,1,"2013-04-12 08:11:04","2013-04-18 06:25:20"
"4799",58,"F","African-American","Greater than 45","Low","Male",0,-1,4,1,1,"2014-12-04 04:55:20","2014-12-05 09:04:06"
"4800",24,"F","African-American","Less than 25","Medium","Male",5,0,6,0,0,"2014-03-04 12:52:41","2014-03-04 09:07:07"
"4801",20,"F","African-American","Less than 25","High","Male",1,-1,10,1,1,"2014-04-11 05:54:24","2014-04-12 09:20:49"
"4802",29,"M","Caucasian","25 - 45","Low","Male",0,-1,1,1,1,"2014-01-26 06:15:41","2014-01-27 01:32:18"
"4803",21,"F","Caucasian","Less than 25","Medium","Male",1,-1,5,0,0,"2014-03-01 04:36:34","2014-03-02 04:12:07"
"4804",46,"F","Caucasian","Greater than 45","Low","Female",1,-30,1,0,0,"2013-09-25 12:39:53","2013-10-25 10:50:37"
"4805",29,"F","African-American","25 - 45","High","Male",17,-1,10,1,1,"2013-05-16 01:08:50","2013-05-31 06:08:06"
"4806",30,"F","African-American","25 - 45","Low","Male",0,-1,4,1,1,"2014-12-29 01:10:58","2014-12-30 07:49:38"
"4807",55,"F","African-American","Greater than 45","Low","Male",8,-1,1,1,1,"2014-03-14 01:30:35","2014-03-16 09:21:01"
"4808",47,"M","Caucasian","Greater than 45","Low","Male",2,-30,1,0,0,"2013-09-15 05:58:40","2013-10-13 02:50:10"
"4809",30,"F","African-American","25 - 45","High","Male",13,-1,10,1,1,"2014-06-15 06:51:59","2015-10-03 06:50:34"
"4810",24,"F","African-American","Less than 25","Medium","Male",4,-1,5,1,1,"2013-03-13 05:35:00","2013-03-14 11:54:52"
"4811",45,"F","Caucasian","Greater than 45","Medium","Male",0,-1,6,1,1,"2014-07-10 12:54:53","2014-07-12 04:54:53"
"4812",26,"M","African-American","25 - 45","Medium","Male",2,-26,5,0,0,"2013-08-31 05:25:20","2013-09-02 08:15:01"
"4813",42,"M","Caucasian","25 - 45","Low","Female",0,-1,2,0,0,"2014-03-17 10:13:17","2014-03-18 01:20:01"
"4814",34,"M","African-American","25 - 45","Low","Male",1,-1,2,0,0,"2014-03-05 08:17:11","2014-03-07 11:03:13"
"4815",21,"M","African-American","Less than 25","Low","Male",0,0,4,1,1,"2013-02-21 05:41:14","2013-02-22 01:25:03"
"4816",69,"M","Caucasian","Greater than 45","Low","Female",2,0,1,0,0,"2013-02-04 05:06:23","2013-02-04 12:44:20"
"4817",24,"F","Caucasian","Less than 25","Medium","Male",5,-22,5,1,1,"2013-11-19 12:51:43","2013-11-25 10:05:19"
"4818",45,"M","African-American","Greater than 45","Low","Male",1,-1,1,0,0,"2013-02-23 07:57:28","2013-02-24 06:47:57"
"4819",25,"M","African-American","25 - 45","High","Male",8,-1,8,1,1,"2014-01-04 11:03:36","2014-01-05 01:49:49"
"4820",52,"M","African-American","Greater than 45","Low","Male",2,-1,1,0,0,"2014-02-19 05:45:59","2014-03-02 01:23:10"
"4821",30,"F","Caucasian","25 - 45","Low","Male",0,-1,1,0,0,"2014-03-02 12:10:27","2014-03-03 01:31:13"
"4822",26,"M","Hispanic","25 - 45","Low","Female",0,0,3,0,0,"2014-03-24 02:58:23","2014-03-24 08:45:46"
"4823",34,"F","Other","25 - 45","Low","Male",0,-1,2,1,1,"2014-08-01 04:04:25","2014-08-02 09:19:26"
"4824",38,"M","African-American","25 - 45","Low","Male",2,0,4,1,1,"2013-02-18 02:22:34","2013-02-28 09:53:23"
"4825",23,"F","African-American","Less than 25","Medium","Male",4,-1,7,1,1,"2013-12-03 08:34:00","2013-12-04 08:03:41"
"4826",30,"M","Hispanic","25 - 45","Low","Male",0,0,1,0,0,"2013-10-10 01:33:46","2013-10-10 08:40:26"
"4827",22,"F","African-American","Less than 25","Medium","Female",0,0,6,0,0,"2013-03-12 03:02:14","2013-03-13 08:18:53"
"4828",35,"F","African-American","25 - 45","Low","Male",6,-1,3,0,0,"2013-10-14 07:50:41","2013-10-15 01:24:28"
"4829",24,"F","African-American","Less than 25","Medium","Male",0,0,7,1,1,"2013-09-27 03:19:18","2013-09-28 01:33:31"
"4830",35,"M","African-American","25 - 45","Medium","Male",1,-1,6,1,0,"2013-04-02 05:26:56","2013-06-05 09:30:05"
"4831",25,"F","African-American","25 - 45","Medium","Male",2,-1,6,0,0,"2013-02-22 09:54:24","2013-02-23 08:54:17"
"4832",58,"M","Caucasian","Greater than 45","Low","Male",3,-4,2,0,0,"2013-07-25 12:57:53","2013-07-25 09:15:58"
"4833",27,"F","African-American","25 - 45","Low","Male",7,-1,4,1,1,"2013-01-19 04:46:04","2013-01-21 07:41:13"
"4834",24,"F","African-American","Less than 25","High","Male",6,0,9,1,1,"2013-10-11 08:31:44","2013-11-26 07:42:13"
"4835",33,"M","Caucasian","25 - 45","Low","Male",2,-23,2,0,0,"2013-03-18 04:53:59","2013-03-18 06:31:57"
"4836",44,"F","Caucasian","25 - 45","Low","Male",4,-1,3,0,0,"2013-04-07 07:17:55","2013-04-08 07:34:18"
"4837",30,"F","African-American","25 - 45","Medium","Male",3,-1,5,0,0,"2013-11-11 06:16:38","2013-11-13 09:55:31"
"4838",39,"F","Hispanic","25 - 45","Low","Female",2,0,2,0,0,"2014-01-04 09:26:15","2014-01-11 04:40:09"
"4839",28,"F","Caucasian","25 - 45","Low","Male",0,-1,3,0,0,"2013-03-29 11:03:56","2013-03-30 08:06:57"
"4840",34,"F","African-American","25 - 45","Low","Male",1,-1,2,0,0,"2013-09-20 07:19:58","2013-09-21 08:53:51"
"4841",26,"F","African-American","25 - 45","High","Male",1,-30,8,1,1,"2014-07-30 01:18:15","2014-08-03 10:39:29"
"4842",23,"F","African-American","Less than 25","Low","Male",0,-1,2,0,0,"2014-03-14 01:21:01","2014-03-16 03:52:46"
"4843",29,"F","Caucasian","25 - 45","High","Male",11,-1,8,1,1,"2014-11-11 02:16:40","2014-12-30 07:24:53"
"4844",31,"M","African-American","25 - 45","Low","Male",0,-1,4,0,0,"2013-12-21 10:04:52","2013-12-22 01:15:23"
"4845",38,"F","Other","25 - 45","Low","Male",1,-1,1,0,0,"2013-09-29 09:18:50","2013-09-30 08:38:57"
"4846",30,"F","African-American","25 - 45","High","Male",14,-1,8,1,1,"2013-01-13 04:38:35","2013-03-18 07:21:25"
"4847",21,"F","Caucasian","Less than 25","Low","Male",2,-1,4,1,1,"2014-06-06 11:55:43","2014-08-23 05:14:41"
"4848",44,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0,"2013-09-29 07:10:37","2013-09-30 08:52:46"
"4849",52,"F","African-American","Greater than 45","Low","Male",0,0,1,0,0,"2013-12-30 05:17:53","2013-12-31 07:54:52"
"4850",30,"F","African-American","25 - 45","Medium","Male",6,-1,5,1,1,"2013-01-03 11:57:32","2013-01-04 01:32:35"
"4851",31,"F","African-American","25 - 45","High","Male",9,0,8,1,1,"2013-08-15 04:24:41","2013-08-16 03:24:28"
"4852",21,"F","African-American","Less than 25","Medium","Female",2,-12,6,1,0,"2013-04-12 02:01:58","2013-04-24 10:40:53"
"4853",77,"M","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0,"2013-08-18 02:09:06","2013-08-21 08:28:16"
"4854",61,"F","Caucasian","Greater than 45","Medium","Male",4,-1,6,0,0,"2013-10-17 04:38:42","2014-02-13 04:11:09"
"4855",41,"M","African-American","25 - 45","Low","Female",0,-1,1,0,0,"2013-11-21 10:10:58","2013-11-22 09:18:22"
"4856",24,"M","Caucasian","Less than 25","Medium","Female",0,-1,5,0,0,"2013-11-20 06:49:02","2013-11-21 07:48:03"
"4857",34,"F","African-American","25 - 45","Low","Female",5,-1,3,1,0,"2013-04-16 01:11:17","2013-04-17 05:45:35"
"4858",27,"F","Hispanic","25 - 45","Low","Male",1,0,3,0,0,"2013-02-06 03:25:28","2013-02-07 03:05:17"
"4859",25,"M","African-American","25 - 45","Medium","Male",6,-1,7,1,1,"2013-10-24 11:42:55","2013-10-25 08:15:58"
"4860",30,"F","African-American","25 - 45","Low","Male",1,-1,1,0,0,"2013-03-04 08:57:46","2013-03-05 06:41:10"
"4861",59,"F","Hispanic","Greater than 45","Low","Male",0,-4,1,0,0,"2013-02-15 11:55:20","2013-02-17 02:16:14"
"4862",55,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,1,1,"2013-11-07 06:14:28","2013-11-08 09:33:29"
"4863",32,"F","Caucasian","25 - 45","Medium","Male",0,-1,6,1,1,"2014-11-09 06:54:58","2014-11-14 04:55:23"
"4864",53,"M","African-American","Greater than 45","Low","Male",5,0,2,0,0,"2013-05-27 04:31:38","2013-05-29 04:34:47"
"4865",50,"M","Caucasian","Greater than 45","Low","Male",1,-1,2,0,0,"2013-01-20 11:08:11","2013-01-21 01:27:06"
"4866",26,"F","Other","25 - 45","Low","Male",1,-1,4,1,1,"2013-01-08 03:24:21","2013-01-10 10:20:25"
"4867",21,"F","Hispanic","Less than 25","Medium","Male",2,-1,5,1,1,"2013-12-30 09:08:22","2013-12-31 10:47:09"
"4868",36,"F","African-American","25 - 45","Medium","Male",7,-1,6,1,1,"2013-05-12 12:06:48","2013-05-13 07:44:18"
"4869",35,"F","African-American","25 - 45","High","Male",16,-1,8,1,1,"2013-02-19 02:00:32","2013-08-29 07:30:53"
"4870",25,"M","Caucasian","25 - 45","Low","Female",0,-1,3,0,0,"2013-12-16 06:31:26","2013-12-18 05:45:00"
"4871",31,"M","Caucasian","25 - 45","Medium","Female",2,0,6,0,0,"2013-04-24 02:55:38","2013-08-19 05:41:56"
"4872",26,"F","African-American","25 - 45","Medium","Female",1,-1,5,0,0,"2013-09-06 07:37:43","2013-09-08 01:45:38"
